utc_timestamp,cet_cest_timestamp,UK_wind_offshore_generation_actual,UK_wind_onshore_generation_actual
2015-01-05T20:00:00Z,2015-01-05T21:00:00+0100,1311,3029
2015-01-05T21:00:00Z,2015-01-05T22:00:00+0100,1372,3015
2015-01-05T22:00:00Z,2015-01-05T23:00:00+0100,1428,2862
2015-01-05T23:00:00Z,2015-01-06T00:00:00+0100,1422,2759
2015-01-06T00:00:00Z,2015-01-06T01:00:00+0100,1592,2855
2015-01-06T01:00:00Z,2015-01-06T02:00:00+0100,1834,2946
2015-01-06T02:00:00Z,2015-01-06T03:00:00+0100,2116,3036
2015-01-06T03:00:00Z,2015-01-06T04:00:00+0100,2262,2891
2015-01-06T04:00:00Z,2015-01-06T05:00:00+0100,2220,2976
2015-01-06T05:00:00Z,2015-01-06T06:00:00+0100,2418,2969
2015-01-06T06:00:00Z,2015-01-06T07:00:00+0100,2461,2785
2015-01-06T07:00:00Z,2015-01-06T08:00:00+0100,2508,2433
2015-01-06T08:00:00Z,2015-01-06T09:00:00+0100,2671,2458
2015-01-06T09:00:00Z,2015-01-06T10:00:00+0100,2879,2508
2015-01-06T10:00:00Z,2015-01-06T11:00:00+0100,2698,2814
2015-01-06T11:00:00Z,2015-01-06T12:00:00+0100,2747,2884
2015-01-06T12:00:00Z,2015-01-06T13:00:00+0100,2956,2492
2015-01-06T13:00:00Z,2015-01-06T14:00:00+0100,2746,2531
2015-01-06T14:00:00Z,2015-01-06T15:00:00+0100,2814,2414
2015-01-06T15:00:00Z,2015-01-06T16:00:00+0100,2773,2199
2015-01-06T16:00:00Z,2015-01-06T17:00:00+0100,2604,2173
2015-01-06T17:00:00Z,2015-01-06T18:00:00+0100,2427,1990
2015-01-06T18:00:00Z,2015-01-06T19:00:00+0100,2346,2007
2015-01-06T19:00:00Z,2015-01-06T20:00:00+0100,2154,1885
2015-01-06T20:00:00Z,2015-01-06T21:00:00+0100,1981,1774
2015-01-06T21:00:00Z,2015-01-06T22:00:00+0100,2130,2231
2015-01-06T22:00:00Z,2015-01-06T23:00:00+0100,1677,2433
2015-01-06T23:00:00Z,2015-01-07T00:00:00+0100,1708,2620
2015-01-07T00:00:00Z,2015-01-07T01:00:00+0100,1714,2798
2015-01-07T01:00:00Z,2015-01-07T02:00:00+0100,1586,2856
2015-01-07T02:00:00Z,2015-01-07T03:00:00+0100,1610,2778
2015-01-07T03:00:00Z,2015-01-07T04:00:00+0100,1680,2837
2015-01-07T04:00:00Z,2015-01-07T05:00:00+0100,1878,2755
2015-01-07T05:00:00Z,2015-01-07T06:00:00+0100,2150,2696
2015-01-07T06:00:00Z,2015-01-07T07:00:00+0100,2286,2817
2015-01-07T07:00:00Z,2015-01-07T08:00:00+0100,2596,3162
2015-01-07T08:00:00Z,2015-01-07T09:00:00+0100,2814,3532
2015-01-07T09:00:00Z,2015-01-07T10:00:00+0100,2959,3767
2015-01-07T10:00:00Z,2015-01-07T11:00:00+0100,2984,3896
2015-01-07T11:00:00Z,2015-01-07T12:00:00+0100,3031,4096
2015-01-07T12:00:00Z,2015-01-07T13:00:00+0100,3166,4303
2015-01-07T13:00:00Z,2015-01-07T14:00:00+0100,3263,4386
2015-01-07T14:00:00Z,2015-01-07T15:00:00+0100,3365,4375
2015-01-07T15:00:00Z,2015-01-07T16:00:00+0100,3408,4374
2015-01-07T16:00:00Z,2015-01-07T17:00:00+0100,3410,4686
2015-01-07T17:00:00Z,2015-01-07T18:00:00+0100,3345,4689
2015-01-07T18:00:00Z,2015-01-07T19:00:00+0100,3263,4594
2015-01-07T19:00:00Z,2015-01-07T20:00:00+0100,3380,4393
2015-01-07T20:00:00Z,2015-01-07T21:00:00+0100,3382,4284
2015-01-07T21:00:00Z,2015-01-07T22:00:00+0100,3380,3902
2015-01-07T22:00:00Z,2015-01-07T23:00:00+0100,3410,3760
2015-01-07T23:00:00Z,2015-01-08T00:00:00+0100,3395,3474
2015-01-08T00:00:00Z,2015-01-08T01:00:00+0100,3422,3146
2015-01-08T01:00:00Z,2015-01-08T02:00:00+0100,3392,3031
2015-01-08T02:00:00Z,2015-01-08T03:00:00+0100,3292,2836
2015-01-08T03:00:00Z,2015-01-08T04:00:00+0100,3340,2830
2015-01-08T04:00:00Z,2015-01-08T05:00:00+0100,3350,2718
2015-01-08T05:00:00Z,2015-01-08T06:00:00+0100,3158,2678
2015-01-08T06:00:00Z,2015-01-08T07:00:00+0100,2756,3151
2015-01-08T07:00:00Z,2015-01-08T08:00:00+0100,2606,3182
2015-01-08T08:00:00Z,2015-01-08T09:00:00+0100,2290,3377
2015-01-08T09:00:00Z,2015-01-08T10:00:00+0100,1964,3372
2015-01-08T10:00:00Z,2015-01-08T11:00:00+0100,1802,3300
2015-01-08T11:00:00Z,2015-01-08T12:00:00+0100,1826,3114
2015-01-08T12:00:00Z,2015-01-08T13:00:00+0100,2008,3342
2015-01-08T13:00:00Z,2015-01-08T14:00:00+0100,1848,3520
2015-01-08T14:00:00Z,2015-01-08T15:00:00+0100,2108,3520
2015-01-08T15:00:00Z,2015-01-08T16:00:00+0100,2254,3502
2015-01-08T16:00:00Z,2015-01-08T17:00:00+0100,2760,3501
2015-01-08T17:00:00Z,2015-01-08T18:00:00+0100,2989,3423
2015-01-08T18:00:00Z,2015-01-08T19:00:00+0100,3162,3533
2015-01-08T19:00:00Z,2015-01-08T20:00:00+0100,3314,3856
2015-01-08T20:00:00Z,2015-01-08T21:00:00+0100,3352,3744
2015-01-08T21:00:00Z,2015-01-08T22:00:00+0100,3170,3418
2015-01-08T22:00:00Z,2015-01-08T23:00:00+0100,3256,3325
2015-01-08T23:00:00Z,2015-01-09T00:00:00+0100,2684,3019
2015-01-09T00:00:00Z,2015-01-09T01:00:00+0100,2466,2845
2015-01-09T01:00:00Z,2015-01-09T02:00:00+0100,2841,2761
2015-01-09T02:00:00Z,2015-01-09T03:00:00+0100,3005,2665
2015-01-09T03:00:00Z,2015-01-09T04:00:00+0100,3156,2266
2015-01-09T04:00:00Z,2015-01-09T05:00:00+0100,3266,2088
2015-01-09T05:00:00Z,2015-01-09T06:00:00+0100,3164,2042
2015-01-09T06:00:00Z,2015-01-09T07:00:00+0100,3326,2495
2015-01-09T07:00:00Z,2015-01-09T08:00:00+0100,3474,2988
2015-01-09T08:00:00Z,2015-01-09T09:00:00+0100,3488,3272
2015-01-09T09:00:00Z,2015-01-09T10:00:00+0100,3471,3441
2015-01-09T10:00:00Z,2015-01-09T11:00:00+0100,3397,3362
2015-01-09T11:00:00Z,2015-01-09T12:00:00+0100,3145,3362
2015-01-09T12:00:00Z,2015-01-09T13:00:00+0100,3178,3401
2015-01-09T13:00:00Z,2015-01-09T14:00:00+0100,3273,3376
2015-01-09T14:00:00Z,2015-01-09T15:00:00+0100,3383,2979
2015-01-09T15:00:00Z,2015-01-09T16:00:00+0100,3382,2827
2015-01-09T16:00:00Z,2015-01-09T17:00:00+0100,3418,3113
2015-01-09T17:00:00Z,2015-01-09T18:00:00+0100,3442,3504
2015-01-09T18:00:00Z,2015-01-09T19:00:00+0100,3449,4000
2015-01-09T19:00:00Z,2015-01-09T20:00:00+0100,3456,4168
2015-01-09T20:00:00Z,2015-01-09T21:00:00+0100,3480,4222
2015-01-09T21:00:00Z,2015-01-09T22:00:00+0100,3425,4139
2015-01-09T22:00:00Z,2015-01-09T23:00:00+0100,3335,3841
2015-01-09T23:00:00Z,2015-01-10T00:00:00+0100,3366,3950
2015-01-10T00:00:00Z,2015-01-10T01:00:00+0100,3272,3708
2015-01-10T01:00:00Z,2015-01-10T02:00:00+0100,3174,3628
2015-01-10T02:00:00Z,2015-01-10T03:00:00+0100,2827,3492
2015-01-10T03:00:00Z,2015-01-10T04:00:00+0100,2624,3066
2015-01-10T04:00:00Z,2015-01-10T05:00:00+0100,2512,2824
2015-01-10T05:00:00Z,2015-01-10T06:00:00+0100,2608,2805
2015-01-10T06:00:00Z,2015-01-10T07:00:00+0100,3137,2959
2015-01-10T07:00:00Z,2015-01-10T08:00:00+0100,3181,3010
2015-01-10T08:00:00Z,2015-01-10T09:00:00+0100,3072,3591
2015-01-10T09:00:00Z,2015-01-10T10:00:00+0100,3020,3712
2015-01-10T10:00:00Z,2015-01-10T11:00:00+0100,3107,3934
2015-01-10T11:00:00Z,2015-01-10T12:00:00+0100,3206,4038
2015-01-10T12:00:00Z,2015-01-10T13:00:00+0100,3338,4170
2015-01-10T13:00:00Z,2015-01-10T14:00:00+0100,3382,4207
2015-01-10T14:00:00Z,2015-01-10T15:00:00+0100,3409,4245
2015-01-10T15:00:00Z,2015-01-10T16:00:00+0100,3432,4111
2015-01-10T16:00:00Z,2015-01-10T17:00:00+0100,3420,3987
2015-01-10T17:00:00Z,2015-01-10T18:00:00+0100,3419,3968
2015-01-10T18:00:00Z,2015-01-10T19:00:00+0100,3410,3821
2015-01-10T19:00:00Z,2015-01-10T20:00:00+0100,3385,3714
2015-01-10T20:00:00Z,2015-01-10T21:00:00+0100,3369,3675
2015-01-10T21:00:00Z,2015-01-10T22:00:00+0100,3373,3609
2015-01-10T22:00:00Z,2015-01-10T23:00:00+0100,3376,3726
2015-01-10T23:00:00Z,2015-01-11T00:00:00+0100,3376,3723
2015-01-11T00:00:00Z,2015-01-11T01:00:00+0100,3376,3441
2015-01-11T01:00:00Z,2015-01-11T02:00:00+0100,3388,3328
2015-01-11T02:00:00Z,2015-01-11T03:00:00+0100,3398,3304
2015-01-11T03:00:00Z,2015-01-11T04:00:00+0100,3400,3297
2015-01-11T04:00:00Z,2015-01-11T05:00:00+0100,3395,3233
2015-01-11T05:00:00Z,2015-01-11T06:00:00+0100,3400,3212
2015-01-11T06:00:00Z,2015-01-11T07:00:00+0100,3394,3274
2015-01-11T07:00:00Z,2015-01-11T08:00:00+0100,3396,3337
2015-01-11T08:00:00Z,2015-01-11T09:00:00+0100,3402,3236
2015-01-11T09:00:00Z,2015-01-11T10:00:00+0100,3405,3343
2015-01-11T10:00:00Z,2015-01-11T11:00:00+0100,3385,3726
2015-01-11T11:00:00Z,2015-01-11T12:00:00+0100,3383,3845
2015-01-11T12:00:00Z,2015-01-11T13:00:00+0100,3380,4002
2015-01-11T13:00:00Z,2015-01-11T14:00:00+0100,3388,4097
2015-01-11T14:00:00Z,2015-01-11T15:00:00+0100,3376,4136
2015-01-11T15:00:00Z,2015-01-11T16:00:00+0100,3358,4248
2015-01-11T16:00:00Z,2015-01-11T17:00:00+0100,3352,4313
2015-01-11T17:00:00Z,2015-01-11T18:00:00+0100,3363,4318
2015-01-11T18:00:00Z,2015-01-11T19:00:00+0100,3390,4348
2015-01-11T19:00:00Z,2015-01-11T20:00:00+0100,3390,4357
2015-01-11T20:00:00Z,2015-01-11T21:00:00+0100,3390,4265
2015-01-11T21:00:00Z,2015-01-11T22:00:00+0100,3389,3887
2015-01-11T22:00:00Z,2015-01-11T23:00:00+0100,3384,3577
2015-01-11T23:00:00Z,2015-01-12T00:00:00+0100,3379,3310
2015-01-12T00:00:00Z,2015-01-12T01:00:00+0100,3392,3162
2015-01-12T01:00:00Z,2015-01-12T02:00:00+0100,3336,3160
2015-01-12T02:00:00Z,2015-01-12T03:00:00+0100,3257,3181
2015-01-12T03:00:00Z,2015-01-12T04:00:00+0100,3191,3147
2015-01-12T04:00:00Z,2015-01-12T05:00:00+0100,2983,3042
2015-01-12T05:00:00Z,2015-01-12T06:00:00+0100,2928,3030
2015-01-12T06:00:00Z,2015-01-12T07:00:00+0100,2666,3365
2015-01-12T07:00:00Z,2015-01-12T08:00:00+0100,2732,3644
2015-01-12T08:00:00Z,2015-01-12T09:00:00+0100,3075,3777
2015-01-12T09:00:00Z,2015-01-12T10:00:00+0100,3287,3878
2015-01-12T10:00:00Z,2015-01-12T11:00:00+0100,3360,4108
2015-01-12T11:00:00Z,2015-01-12T12:00:00+0100,3374,4186
2015-01-12T12:00:00Z,2015-01-12T13:00:00+0100,3416,4233
2015-01-12T13:00:00Z,2015-01-12T14:00:00+0100,3419,4246
2015-01-12T14:00:00Z,2015-01-12T15:00:00+0100,3388,4042
2015-01-12T15:00:00Z,2015-01-12T16:00:00+0100,3276,3641
2015-01-12T16:00:00Z,2015-01-12T17:00:00+0100,2898,3413
2015-01-12T17:00:00Z,2015-01-12T18:00:00+0100,2302,3278
2015-01-12T18:00:00Z,2015-01-12T19:00:00+0100,2456,3391
2015-01-12T19:00:00Z,2015-01-12T20:00:00+0100,2580,3487
2015-01-12T20:00:00Z,2015-01-12T21:00:00+0100,2428,3685
2015-01-12T21:00:00Z,2015-01-12T22:00:00+0100,2525,3483
2015-01-12T22:00:00Z,2015-01-12T23:00:00+0100,2646,3194
2015-01-12T23:00:00Z,2015-01-13T00:00:00+0100,2772,2924
2015-01-13T00:00:00Z,2015-01-13T01:00:00+0100,2902,2901
2015-01-13T01:00:00Z,2015-01-13T02:00:00+0100,3144,2873
2015-01-13T02:00:00Z,2015-01-13T03:00:00+0100,3064,2568
2015-01-13T03:00:00Z,2015-01-13T04:00:00+0100,3041,2462
2015-01-13T04:00:00Z,2015-01-13T05:00:00+0100,3052,2424
2015-01-13T05:00:00Z,2015-01-13T06:00:00+0100,3146,2518
2015-01-13T06:00:00Z,2015-01-13T07:00:00+0100,3196,2828
2015-01-13T07:00:00Z,2015-01-13T08:00:00+0100,3202,2963
2015-01-13T08:00:00Z,2015-01-13T09:00:00+0100,3150,3102
2015-01-13T09:00:00Z,2015-01-13T10:00:00+0100,2702,3128
2015-01-13T10:00:00Z,2015-01-13T11:00:00+0100,2114,3068
2015-01-13T11:00:00Z,2015-01-13T12:00:00+0100,2086,3169
2015-01-13T12:00:00Z,2015-01-13T13:00:00+0100,2040,3365
2015-01-13T13:00:00Z,2015-01-13T14:00:00+0100,2368,3465
2015-01-13T14:00:00Z,2015-01-13T15:00:00+0100,2656,3506
2015-01-13T15:00:00Z,2015-01-13T16:00:00+0100,2865,3413
2015-01-13T16:00:00Z,2015-01-13T17:00:00+0100,2826,3335
2015-01-13T17:00:00Z,2015-01-13T18:00:00+0100,2954,3391
2015-01-13T18:00:00Z,2015-01-13T19:00:00+0100,3044,3332
2015-01-13T19:00:00Z,2015-01-13T20:00:00+0100,2529,3611
2015-01-13T20:00:00Z,2015-01-13T21:00:00+0100,2768,3244
2015-01-13T21:00:00Z,2015-01-13T22:00:00+0100,3068,3267
2015-01-13T22:00:00Z,2015-01-13T23:00:00+0100,2904,3662
2015-01-13T23:00:00Z,2015-01-14T00:00:00+0100,3242,3265
2015-01-14T00:00:00Z,2015-01-14T01:00:00+0100,3351,3362
2015-01-14T01:00:00Z,2015-01-14T02:00:00+0100,3286,3347
2015-01-14T02:00:00Z,2015-01-14T03:00:00+0100,3098,3364
2015-01-14T03:00:00Z,2015-01-14T04:00:00+0100,3038,3227
2015-01-14T04:00:00Z,2015-01-14T05:00:00+0100,3148,3024
2015-01-14T05:00:00Z,2015-01-14T06:00:00+0100,3302,2970
2015-01-14T06:00:00Z,2015-01-14T07:00:00+0100,3344,3186
2015-01-14T07:00:00Z,2015-01-14T08:00:00+0100,3372,3540
2015-01-14T08:00:00Z,2015-01-14T09:00:00+0100,3289,3584
2015-01-14T09:00:00Z,2015-01-14T10:00:00+0100,3356,3849
2015-01-14T10:00:00Z,2015-01-14T11:00:00+0100,3362,3846
2015-01-14T11:00:00Z,2015-01-14T12:00:00+0100,3348,3744
2015-01-14T12:00:00Z,2015-01-14T13:00:00+0100,3310,3777
2015-01-14T13:00:00Z,2015-01-14T14:00:00+0100,3236,3722
2015-01-14T14:00:00Z,2015-01-14T15:00:00+0100,3242,3717
2015-01-14T15:00:00Z,2015-01-14T16:00:00+0100,3170,3813
2015-01-14T16:00:00Z,2015-01-14T17:00:00+0100,3254,3867
2015-01-14T17:00:00Z,2015-01-14T18:00:00+0100,3120,4063
2015-01-14T18:00:00Z,2015-01-14T19:00:00+0100,3192,4276
2015-01-14T19:00:00Z,2015-01-14T20:00:00+0100,3247,4129
2015-01-14T20:00:00Z,2015-01-14T21:00:00+0100,3250,4054
2015-01-14T21:00:00Z,2015-01-14T22:00:00+0100,2978,4652
2015-01-14T22:00:00Z,2015-01-14T23:00:00+0100,3248,3922
2015-01-14T23:00:00Z,2015-01-15T00:00:00+0100,3092,4151
2015-01-15T00:00:00Z,2015-01-15T01:00:00+0100,3186,3958
2015-01-15T01:00:00Z,2015-01-15T02:00:00+0100,2950,3917
2015-01-15T02:00:00Z,2015-01-15T03:00:00+0100,2925,4144
2015-01-15T03:00:00Z,2015-01-15T04:00:00+0100,2835,4152
2015-01-15T04:00:00Z,2015-01-15T05:00:00+0100,2894,4070
2015-01-15T05:00:00Z,2015-01-15T06:00:00+0100,3108,3950
2015-01-15T06:00:00Z,2015-01-15T07:00:00+0100,3108,3951
2015-01-15T07:00:00Z,2015-01-15T08:00:00+0100,3150,3818
2015-01-15T08:00:00Z,2015-01-15T09:00:00+0100,3144,3507
2015-01-15T09:00:00Z,2015-01-15T10:00:00+0100,3192,3271
2015-01-15T10:00:00Z,2015-01-15T11:00:00+0100,3148,3006
2015-01-15T11:00:00Z,2015-01-15T12:00:00+0100,2785,3814
2015-01-15T12:00:00Z,2015-01-15T13:00:00+0100,2402,4631
2015-01-15T13:00:00Z,2015-01-15T14:00:00+0100,2360,4711
2015-01-15T14:00:00Z,2015-01-15T15:00:00+0100,2348,5081
2015-01-15T15:00:00Z,2015-01-15T16:00:00+0100,2294,5728
2015-01-15T16:00:00Z,2015-01-15T17:00:00+0100,2173,5799
2015-01-15T17:00:00Z,2015-01-15T18:00:00+0100,2590,4061
2015-01-15T18:00:00Z,2015-01-15T19:00:00+0100,2918,4111
2015-01-15T19:00:00Z,2015-01-15T20:00:00+0100,3232,4229
2015-01-15T20:00:00Z,2015-01-15T21:00:00+0100,3126,4169
2015-01-15T21:00:00Z,2015-01-15T22:00:00+0100,3360,4237
2015-01-15T22:00:00Z,2015-01-15T23:00:00+0100,3386,4207
2015-01-15T23:00:00Z,2015-01-16T00:00:00+0100,3392,4144
2015-01-16T00:00:00Z,2015-01-16T01:00:00+0100,3372,4034
2015-01-16T01:00:00Z,2015-01-16T02:00:00+0100,3304,3858
2015-01-16T02:00:00Z,2015-01-16T03:00:00+0100,3314,3659
2015-01-16T03:00:00Z,2015-01-16T04:00:00+0100,3296,3446
2015-01-16T04:00:00Z,2015-01-16T05:00:00+0100,3328,3179
2015-01-16T05:00:00Z,2015-01-16T06:00:00+0100,3216,2906
2015-01-16T06:00:00Z,2015-01-16T07:00:00+0100,3062,2740
2015-01-16T07:00:00Z,2015-01-16T08:00:00+0100,2806,2643
2015-01-16T08:00:00Z,2015-01-16T09:00:00+0100,2502,2680
2015-01-16T09:00:00Z,2015-01-16T10:00:00+0100,2190,2568
2015-01-16T10:00:00Z,2015-01-16T11:00:00+0100,2285,2615
2015-01-16T11:00:00Z,2015-01-16T12:00:00+0100,1911,2823
2015-01-16T12:00:00Z,2015-01-16T13:00:00+0100,1866,2687
2015-01-16T13:00:00Z,2015-01-16T14:00:00+0100,1816,2861
2015-01-16T14:00:00Z,2015-01-16T15:00:00+0100,1660,2947
2015-01-16T15:00:00Z,2015-01-16T16:00:00+0100,1824,3090
2015-01-16T16:00:00Z,2015-01-16T17:00:00+0100,1842,2858
2015-01-16T17:00:00Z,2015-01-16T18:00:00+0100,2032,2776
2015-01-16T18:00:00Z,2015-01-16T19:00:00+0100,2342,2829
