utc_timestamp,cet_cest_timestamp,ES_solar_generation_actual
2015-06-25T13:00:00Z,2015-06-25T15:00:00+0200,5145
2015-06-25T14:00:00Z,2015-06-25T16:00:00+0200,5039
2015-06-25T15:00:00Z,2015-06-25T17:00:00+0200,4636
2015-06-25T16:00:00Z,2015-06-25T18:00:00+0200,4135
2015-06-25T17:00:00Z,2015-06-25T19:00:00+0200,3457
2015-06-25T18:00:00Z,2015-06-25T20:00:00+0200,2339
2015-06-25T19:00:00Z,2015-06-25T21:00:00+0200,1138
2015-06-25T20:00:00Z,2015-06-25T22:00:00+0200,785
2015-06-25T21:00:00Z,2015-06-25T23:00:00+0200,728
2015-06-25T22:00:00Z,2015-06-26T00:00:00+0200,728
2015-06-25T23:00:00Z,2015-06-26T01:00:00+0200,727
2015-06-26T00:00:00Z,2015-06-26T02:00:00+0200,726
2015-06-26T01:00:00Z,2015-06-26T03:00:00+0200,725
2015-06-26T02:00:00Z,2015-06-26T04:00:00+0200,695
2015-06-26T03:00:00Z,2015-06-26T05:00:00+0200,620
2015-06-26T04:00:00Z,2015-06-26T06:00:00+0200,467
2015-06-26T05:00:00Z,2015-06-26T07:00:00+0200,564
2015-06-26T06:00:00Z,2015-06-26T08:00:00+0200,1331
2015-06-26T07:00:00Z,2015-06-26T09:00:00+0200,3316
2015-06-26T08:00:00Z,2015-06-26T10:00:00+0200,4505
2015-06-26T09:00:00Z,2015-06-26T11:00:00+0200,4964
2015-06-26T10:00:00Z,2015-06-26T12:00:00+0200,5249
2015-06-26T11:00:00Z,2015-06-26T13:00:00+0200,5387
2015-06-26T12:00:00Z,2015-06-26T14:00:00+0200,5397
2015-06-26T13:00:00Z,2015-06-26T15:00:00+0200,5283
2015-06-26T14:00:00Z,2015-06-26T16:00:00+0200,5089
2015-06-26T15:00:00Z,2015-06-26T17:00:00+0200,4754
2015-06-26T16:00:00Z,2015-06-26T18:00:00+0200,4240
2015-06-26T17:00:00Z,2015-06-26T19:00:00+0200,3496
2015-06-26T18:00:00Z,2015-06-26T20:00:00+0200,2323
2015-06-26T19:00:00Z,2015-06-26T21:00:00+0200,1129
2015-06-26T20:00:00Z,2015-06-26T22:00:00+0200,809
2015-06-26T21:00:00Z,2015-06-26T23:00:00+0200,752
2015-06-26T22:00:00Z,2015-06-27T00:00:00+0200,744
2015-06-26T23:00:00Z,2015-06-27T01:00:00+0200,745
2015-06-27T00:00:00Z,2015-06-27T02:00:00+0200,747
2015-06-27T01:00:00Z,2015-06-27T03:00:00+0200,745
2015-06-27T02:00:00Z,2015-06-27T04:00:00+0200,742
2015-06-27T03:00:00Z,2015-06-27T05:00:00+0200,726
2015-06-27T04:00:00Z,2015-06-27T06:00:00+0200,554
2015-06-27T05:00:00Z,2015-06-27T07:00:00+0200,493
2015-06-27T06:00:00Z,2015-06-27T08:00:00+0200,1293
2015-06-27T07:00:00Z,2015-06-27T09:00:00+0200,3322
2015-06-27T08:00:00Z,2015-06-27T10:00:00+0200,4481
2015-06-27T09:00:00Z,2015-06-27T11:00:00+0200,4938
2015-06-27T10:00:00Z,2015-06-27T12:00:00+0200,5188
2015-06-27T11:00:00Z,2015-06-27T13:00:00+0200,5322
2015-06-27T12:00:00Z,2015-06-27T14:00:00+0200,5348
2015-06-27T13:00:00Z,2015-06-27T15:00:00+0200,5261
2015-06-27T14:00:00Z,2015-06-27T16:00:00+0200,5030
2015-06-27T15:00:00Z,2015-06-27T17:00:00+0200,4654
2015-06-27T16:00:00Z,2015-06-27T18:00:00+0200,4152
2015-06-27T17:00:00Z,2015-06-27T19:00:00+0200,3452
2015-06-27T18:00:00Z,2015-06-27T20:00:00+0200,2288
2015-06-27T19:00:00Z,2015-06-27T21:00:00+0200,1150
2015-06-27T20:00:00Z,2015-06-27T22:00:00+0200,799
2015-06-27T21:00:00Z,2015-06-27T23:00:00+0200,763
2015-06-27T22:00:00Z,2015-06-28T00:00:00+0200,760
2015-06-27T23:00:00Z,2015-06-28T01:00:00+0200,752
2015-06-28T00:00:00Z,2015-06-28T02:00:00+0200,748
2015-06-28T01:00:00Z,2015-06-28T03:00:00+0200,746
2015-06-28T02:00:00Z,2015-06-28T04:00:00+0200,741
2015-06-28T03:00:00Z,2015-06-28T05:00:00+0200,729
2015-06-28T04:00:00Z,2015-06-28T06:00:00+0200,537
2015-06-28T05:00:00Z,2015-06-28T07:00:00+0200,512
2015-06-28T06:00:00Z,2015-06-28T08:00:00+0200,1280
2015-06-28T07:00:00Z,2015-06-28T09:00:00+0200,3271
2015-06-28T08:00:00Z,2015-06-28T10:00:00+0200,4453
2015-06-28T09:00:00Z,2015-06-28T11:00:00+0200,4900
2015-06-28T10:00:00Z,2015-06-28T12:00:00+0200,5154
2015-06-28T11:00:00Z,2015-06-28T13:00:00+0200,5265
2015-06-28T12:00:00Z,2015-06-28T14:00:00+0200,5277
2015-06-28T13:00:00Z,2015-06-28T15:00:00+0200,5200
2015-06-28T14:00:00Z,2015-06-28T16:00:00+0200,5008
2015-06-28T15:00:00Z,2015-06-28T17:00:00+0200,4665
2015-06-28T16:00:00Z,2015-06-28T18:00:00+0200,4155
2015-06-28T17:00:00Z,2015-06-28T19:00:00+0200,3415
2015-06-28T18:00:00Z,2015-06-28T20:00:00+0200,2249
2015-06-28T19:00:00Z,2015-06-28T21:00:00+0200,1088
2015-06-28T20:00:00Z,2015-06-28T22:00:00+0200,769
2015-06-28T21:00:00Z,2015-06-28T23:00:00+0200,754
2015-06-28T22:00:00Z,2015-06-29T00:00:00+0200,756
2015-06-28T23:00:00Z,2015-06-29T01:00:00+0200,761
2015-06-29T00:00:00Z,2015-06-29T02:00:00+0200,754
2015-06-29T01:00:00Z,2015-06-29T03:00:00+0200,754
2015-06-29T02:00:00Z,2015-06-29T04:00:00+0200,749
2015-06-29T03:00:00Z,2015-06-29T05:00:00+0200,729
2015-06-29T04:00:00Z,2015-06-29T06:00:00+0200,512
2015-06-29T05:00:00Z,2015-06-29T07:00:00+0200,484
2015-06-29T06:00:00Z,2015-06-29T08:00:00+0200,1173
2015-06-29T07:00:00Z,2015-06-29T09:00:00+0200,2935
2015-06-29T08:00:00Z,2015-06-29T10:00:00+0200,4312
2015-06-29T09:00:00Z,2015-06-29T11:00:00+0200,4864
2015-06-29T10:00:00Z,2015-06-29T12:00:00+0200,5130
2015-06-29T11:00:00Z,2015-06-29T13:00:00+0200,5267
2015-06-29T12:00:00Z,2015-06-29T14:00:00+0200,5238
2015-06-29T13:00:00Z,2015-06-29T15:00:00+0200,5177
2015-06-29T14:00:00Z,2015-06-29T16:00:00+0200,4981
2015-06-29T15:00:00Z,2015-06-29T17:00:00+0200,4632
2015-06-29T16:00:00Z,2015-06-29T18:00:00+0200,4118
2015-06-29T17:00:00Z,2015-06-29T19:00:00+0200,3416
2015-06-29T18:00:00Z,2015-06-29T20:00:00+0200,2518
2015-06-29T19:00:00Z,2015-06-29T21:00:00+0200,1734
2015-06-29T20:00:00Z,2015-06-29T22:00:00+0200,1408
2015-06-29T21:00:00Z,2015-06-29T23:00:00+0200,1382
2015-06-29T22:00:00Z,2015-06-30T00:00:00+0200,1372
2015-06-29T23:00:00Z,2015-06-30T01:00:00+0200,1374
2015-06-30T00:00:00Z,2015-06-30T02:00:00+0200,1372
2015-06-30T01:00:00Z,2015-06-30T03:00:00+0200,1369
2015-06-30T02:00:00Z,2015-06-30T04:00:00+0200,1370
2015-06-30T03:00:00Z,2015-06-30T05:00:00+0200,1333
2015-06-30T04:00:00Z,2015-06-30T06:00:00+0200,1074
2015-06-30T05:00:00Z,2015-06-30T07:00:00+0200,975
2015-06-30T06:00:00Z,2015-06-30T08:00:00+0200,1354
2015-06-30T07:00:00Z,2015-06-30T09:00:00+0200,2712
2015-06-30T08:00:00Z,2015-06-30T10:00:00+0200,3761
2015-06-30T09:00:00Z,2015-06-30T11:00:00+0200,4293
2015-06-30T10:00:00Z,2015-06-30T12:00:00+0200,4606
2015-06-30T11:00:00Z,2015-06-30T13:00:00+0200,4671
2015-06-30T12:00:00Z,2015-06-30T14:00:00+0200,4643
2015-06-30T13:00:00Z,2015-06-30T15:00:00+0200,4613
2015-06-30T14:00:00Z,2015-06-30T16:00:00+0200,4498
2015-06-30T15:00:00Z,2015-06-30T17:00:00+0200,4283
2015-06-30T16:00:00Z,2015-06-30T18:00:00+0200,3944
2015-06-30T17:00:00Z,2015-06-30T19:00:00+0200,3413
2015-06-30T18:00:00Z,2015-06-30T20:00:00+0200,2527
2015-06-30T19:00:00Z,2015-06-30T21:00:00+0200,1662
2015-06-30T20:00:00Z,2015-06-30T22:00:00+0200,1333
2015-06-30T21:00:00Z,2015-06-30T23:00:00+0200,1282
2015-06-30T22:00:00Z,2015-07-01T00:00:00+0200,1280
2015-06-30T23:00:00Z,2015-07-01T01:00:00+0200,1253
2015-07-01T00:00:00Z,2015-07-01T02:00:00+0200,1231
2015-07-01T01:00:00Z,2015-07-01T03:00:00+0200,1223
2015-07-01T02:00:00Z,2015-07-01T04:00:00+0200,1189
2015-07-01T03:00:00Z,2015-07-01T05:00:00+0200,1142
2015-07-01T04:00:00Z,2015-07-01T06:00:00+0200,1043
2015-07-01T05:00:00Z,2015-07-01T07:00:00+0200,979
2015-07-01T06:00:00Z,2015-07-01T08:00:00+0200,1336
2015-07-01T07:00:00Z,2015-07-01T09:00:00+0200,2121
2015-07-01T08:00:00Z,2015-07-01T10:00:00+0200,2841
2015-07-01T09:00:00Z,2015-07-01T11:00:00+0200,3556
2015-07-01T10:00:00Z,2015-07-01T12:00:00+0200,3756
2015-07-01T11:00:00Z,2015-07-01T13:00:00+0200,3639
2015-07-01T12:00:00Z,2015-07-01T14:00:00+0200,4133
2015-07-01T13:00:00Z,2015-07-01T15:00:00+0200,4896
2015-07-01T14:00:00Z,2015-07-01T16:00:00+0200,4647
2015-07-01T15:00:00Z,2015-07-01T17:00:00+0200,4184
2015-07-01T16:00:00Z,2015-07-01T18:00:00+0200,3631
2015-07-01T17:00:00Z,2015-07-01T19:00:00+0200,2772
2015-07-01T18:00:00Z,2015-07-01T20:00:00+0200,2013
2015-07-01T19:00:00Z,2015-07-01T21:00:00+0200,1193
2015-07-01T20:00:00Z,2015-07-01T22:00:00+0200,636
2015-07-01T21:00:00Z,2015-07-01T23:00:00+0200,573
2015-07-01T22:00:00Z,2015-07-02T00:00:00+0200,448
2015-07-01T23:00:00Z,2015-07-02T01:00:00+0200,368
2015-07-02T00:00:00Z,2015-07-02T02:00:00+0200,284
2015-07-02T01:00:00Z,2015-07-02T03:00:00+0200,233
2015-07-02T02:00:00Z,2015-07-02T04:00:00+0200,164
2015-07-02T03:00:00Z,2015-07-02T05:00:00+0200,123
2015-07-02T04:00:00Z,2015-07-02T06:00:00+0200,70
2015-07-02T05:00:00Z,2015-07-02T07:00:00+0200,158
2015-07-02T06:00:00Z,2015-07-02T08:00:00+0200,673
2015-07-02T07:00:00Z,2015-07-02T09:00:00+0200,1870
2015-07-02T08:00:00Z,2015-07-02T10:00:00+0200,3375
2015-07-02T09:00:00Z,2015-07-02T11:00:00+0200,4055
2015-07-02T10:00:00Z,2015-07-02T12:00:00+0200,4463
2015-07-02T11:00:00Z,2015-07-02T13:00:00+0200,4778
2015-07-02T12:00:00Z,2015-07-02T14:00:00+0200,4922
2015-07-02T13:00:00Z,2015-07-02T15:00:00+0200,4851
2015-07-02T14:00:00Z,2015-07-02T16:00:00+0200,4748
2015-07-02T15:00:00Z,2015-07-02T17:00:00+0200,4518
2015-07-02T16:00:00Z,2015-07-02T18:00:00+0200,3987
2015-07-02T17:00:00Z,2015-07-02T19:00:00+0200,3297
2015-07-02T18:00:00Z,2015-07-02T20:00:00+0200,2093
2015-07-02T19:00:00Z,2015-07-02T21:00:00+0200,1040
2015-07-02T20:00:00Z,2015-07-02T22:00:00+0200,726
2015-07-02T21:00:00Z,2015-07-02T23:00:00+0200,676
2015-07-02T22:00:00Z,2015-07-03T00:00:00+0200,669
2015-07-02T23:00:00Z,2015-07-03T01:00:00+0200,615
2015-07-03T00:00:00Z,2015-07-03T02:00:00+0200,526
2015-07-03T01:00:00Z,2015-07-03T03:00:00+0200,509
2015-07-03T02:00:00Z,2015-07-03T04:00:00+0200,500
2015-07-03T03:00:00Z,2015-07-03T05:00:00+0200,492
2015-07-03T04:00:00Z,2015-07-03T06:00:00+0200,407
2015-07-03T05:00:00Z,2015-07-03T07:00:00+0200,433
2015-07-03T06:00:00Z,2015-07-03T08:00:00+0200,1030
2015-07-03T07:00:00Z,2015-07-03T09:00:00+0200,2521
2015-07-03T08:00:00Z,2015-07-03T10:00:00+0200,3856
2015-07-03T09:00:00Z,2015-07-03T11:00:00+0200,4567
2015-07-03T10:00:00Z,2015-07-03T12:00:00+0200,5040
2015-07-03T11:00:00Z,2015-07-03T13:00:00+0200,5198
2015-07-03T12:00:00Z,2015-07-03T14:00:00+0200,5261
2015-07-03T13:00:00Z,2015-07-03T15:00:00+0200,5178
2015-07-03T14:00:00Z,2015-07-03T16:00:00+0200,4983
2015-07-03T15:00:00Z,2015-07-03T17:00:00+0200,4623
2015-07-03T16:00:00Z,2015-07-03T18:00:00+0200,3966
2015-07-03T17:00:00Z,2015-07-03T19:00:00+0200,3050
2015-07-03T18:00:00Z,2015-07-03T20:00:00+0200,1982
2015-07-03T19:00:00Z,2015-07-03T21:00:00+0200,1007
2015-07-03T20:00:00Z,2015-07-03T22:00:00+0200,715
2015-07-03T21:00:00Z,2015-07-03T23:00:00+0200,682
2015-07-03T22:00:00Z,2015-07-04T00:00:00+0200,639
2015-07-03T23:00:00Z,2015-07-04T01:00:00+0200,616
2015-07-04T00:00:00Z,2015-07-04T02:00:00+0200,554
2015-07-04T01:00:00Z,2015-07-04T03:00:00+0200,516
2015-07-04T02:00:00Z,2015-07-04T04:00:00+0200,476
2015-07-04T03:00:00Z,2015-07-04T05:00:00+0200,416
2015-07-04T04:00:00Z,2015-07-04T06:00:00+0200,324
2015-07-04T05:00:00Z,2015-07-04T07:00:00+0200,397
2015-07-04T06:00:00Z,2015-07-04T08:00:00+0200,1003
2015-07-04T07:00:00Z,2015-07-04T09:00:00+0200,2208
2015-07-04T08:00:00Z,2015-07-04T10:00:00+0200,3485
2015-07-04T09:00:00Z,2015-07-04T11:00:00+0200,4398
2015-07-04T10:00:00Z,2015-07-04T12:00:00+0200,4940
2015-07-04T11:00:00Z,2015-07-04T13:00:00+0200,5120
2015-07-04T12:00:00Z,2015-07-04T14:00:00+0200,5084
2015-07-04T13:00:00Z,2015-07-04T15:00:00+0200,5034
2015-07-04T14:00:00Z,2015-07-04T16:00:00+0200,4873
2015-07-04T15:00:00Z,2015-07-04T17:00:00+0200,4476
2015-07-04T16:00:00Z,2015-07-04T18:00:00+0200,3777
2015-07-04T17:00:00Z,2015-07-04T19:00:00+0200,2905
2015-07-04T18:00:00Z,2015-07-04T20:00:00+0200,1851
2015-07-04T19:00:00Z,2015-07-04T21:00:00+0200,949
2015-07-04T20:00:00Z,2015-07-04T22:00:00+0200,736
2015-07-04T21:00:00Z,2015-07-04T23:00:00+0200,690
2015-07-04T22:00:00Z,2015-07-05T00:00:00+0200,644
2015-07-04T23:00:00Z,2015-07-05T01:00:00+0200,577
2015-07-05T00:00:00Z,2015-07-05T02:00:00+0200,563
2015-07-05T01:00:00Z,2015-07-05T03:00:00+0200,434
2015-07-05T02:00:00Z,2015-07-05T04:00:00+0200,407
2015-07-05T03:00:00Z,2015-07-05T05:00:00+0200,411
2015-07-05T04:00:00Z,2015-07-05T06:00:00+0200,350
2015-07-05T05:00:00Z,2015-07-05T07:00:00+0200,415
2015-07-05T06:00:00Z,2015-07-05T08:00:00+0200,1012
2015-07-05T07:00:00Z,2015-07-05T09:00:00+0200,2466
2015-07-05T08:00:00Z,2015-07-05T10:00:00+0200,3983
2015-07-05T09:00:00Z,2015-07-05T11:00:00+0200,4696
2015-07-05T10:00:00Z,2015-07-05T12:00:00+0200,4996
2015-07-05T11:00:00Z,2015-07-05T13:00:00+0200,5132
2015-07-05T12:00:00Z,2015-07-05T14:00:00+0200,5136
2015-07-05T13:00:00Z,2015-07-05T15:00:00+0200,5012
2015-07-05T14:00:00Z,2015-07-05T16:00:00+0200,4693
2015-07-05T15:00:00Z,2015-07-05T17:00:00+0200,4224
2015-07-05T16:00:00Z,2015-07-05T18:00:00+0200,3479
2015-07-05T17:00:00Z,2015-07-05T19:00:00+0200,2532
2015-07-05T18:00:00Z,2015-07-05T20:00:00+0200,1513
2015-07-05T19:00:00Z,2015-07-05T21:00:00+0200,845
2015-07-05T20:00:00Z,2015-07-05T22:00:00+0200,702
2015-07-05T21:00:00Z,2015-07-05T23:00:00+0200,693
2015-07-05T22:00:00Z,2015-07-06T00:00:00+0200,698
2015-07-05T23:00:00Z,2015-07-06T01:00:00+0200,656
2015-07-06T00:00:00Z,2015-07-06T02:00:00+0200,531
2015-07-06T01:00:00Z,2015-07-06T03:00:00+0200,429
2015-07-06T02:00:00Z,2015-07-06T04:00:00+0200,303
2015-07-06T03:00:00Z,2015-07-06T05:00:00+0200,154
2015-07-06T04:00:00Z,2015-07-06T06:00:00+0200,103
2015-07-06T05:00:00Z,2015-07-06T07:00:00+0200,256
2015-07-06T06:00:00Z,2015-07-06T08:00:00+0200,884
2015-07-06T07:00:00Z,2015-07-06T09:00:00+0200,2312
2015-07-06T08:00:00Z,2015-07-06T10:00:00+0200,4008
2015-07-06T09:00:00Z,2015-07-06T11:00:00+0200,4652
2015-07-06T10:00:00Z,2015-07-06T12:00:00+0200,5018
2015-07-06T11:00:00Z,2015-07-06T13:00:00+0200,5144
2015-07-06T12:00:00Z,2015-07-06T14:00:00+0200,5168
2015-07-06T13:00:00Z,2015-07-06T15:00:00+0200,5091
2015-07-06T14:00:00Z,2015-07-06T16:00:00+0200,4854
2015-07-06T15:00:00Z,2015-07-06T17:00:00+0200,4478
2015-07-06T16:00:00Z,2015-07-06T18:00:00+0200,3844
2015-07-06T17:00:00Z,2015-07-06T19:00:00+0200,3008
2015-07-06T18:00:00Z,2015-07-06T20:00:00+0200,1858
2015-07-06T19:00:00Z,2015-07-06T21:00:00+0200,928
2015-07-06T20:00:00Z,2015-07-06T22:00:00+0200,708
2015-07-06T21:00:00Z,2015-07-06T23:00:00+0200,672
2015-07-06T22:00:00Z,2015-07-07T00:00:00+0200,662
2015-07-06T23:00:00Z,2015-07-07T01:00:00+0200,659
2015-07-07T00:00:00Z,2015-07-07T02:00:00+0200,647
2015-07-07T01:00:00Z,2015-07-07T03:00:00+0200,612
2015-07-07T02:00:00Z,2015-07-07T04:00:00+0200,542
2015-07-07T03:00:00Z,2015-07-07T05:00:00+0200,357
2015-07-07T04:00:00Z,2015-07-07T06:00:00+0200,124
2015-07-07T05:00:00Z,2015-07-07T07:00:00+0200,179
2015-07-07T06:00:00Z,2015-07-07T08:00:00+0200,682
2015-07-07T07:00:00Z,2015-07-07T09:00:00+0200,2024
2015-07-07T08:00:00Z,2015-07-07T10:00:00+0200,3518
2015-07-07T09:00:00Z,2015-07-07T11:00:00+0200,4129
2015-07-07T10:00:00Z,2015-07-07T12:00:00+0200,4402
2015-07-07T11:00:00Z,2015-07-07T13:00:00+0200,4485
2015-07-07T12:00:00Z,2015-07-07T14:00:00+0200,4448
2015-07-07T13:00:00Z,2015-07-07T15:00:00+0200,4375
2015-07-07T14:00:00Z,2015-07-07T16:00:00+0200,4592
2015-07-07T15:00:00Z,2015-07-07T17:00:00+0200,4373
2015-07-07T16:00:00Z,2015-07-07T18:00:00+0200,3850
2015-07-07T17:00:00Z,2015-07-07T19:00:00+0200,2982
2015-07-07T18:00:00Z,2015-07-07T20:00:00+0200,1807
2015-07-07T19:00:00Z,2015-07-07T21:00:00+0200,858
2015-07-07T20:00:00Z,2015-07-07T22:00:00+0200,620
2015-07-07T21:00:00Z,2015-07-07T23:00:00+0200,608
2015-07-07T22:00:00Z,2015-07-08T00:00:00+0200,606
2015-07-07T23:00:00Z,2015-07-08T01:00:00+0200,605
2015-07-08T00:00:00Z,2015-07-08T02:00:00+0200,590
2015-07-08T01:00:00Z,2015-07-08T03:00:00+0200,558
2015-07-08T02:00:00Z,2015-07-08T04:00:00+0200,409
2015-07-08T03:00:00Z,2015-07-08T05:00:00+0200,227
2015-07-08T04:00:00Z,2015-07-08T06:00:00+0200,150
2015-07-08T05:00:00Z,2015-07-08T07:00:00+0200,246
2015-07-08T06:00:00Z,2015-07-08T08:00:00+0200,861
2015-07-08T07:00:00Z,2015-07-08T09:00:00+0200,2419
2015-07-08T08:00:00Z,2015-07-08T10:00:00+0200,4051
2015-07-08T09:00:00Z,2015-07-08T11:00:00+0200,4718
2015-07-08T10:00:00Z,2015-07-08T12:00:00+0200,5062
2015-07-08T11:00:00Z,2015-07-08T13:00:00+0200,5226
2015-07-08T12:00:00Z,2015-07-08T14:00:00+0200,5289
2015-07-08T13:00:00Z,2015-07-08T15:00:00+0200,5104
2015-07-08T14:00:00Z,2015-07-08T16:00:00+0200,4800
2015-07-08T15:00:00Z,2015-07-08T17:00:00+0200,4505
2015-07-08T16:00:00Z,2015-07-08T18:00:00+0200,4012
2015-07-08T17:00:00Z,2015-07-08T19:00:00+0200,3207
2015-07-08T18:00:00Z,2015-07-08T20:00:00+0200,2063
2015-07-08T19:00:00Z,2015-07-08T21:00:00+0200,997
2015-07-08T20:00:00Z,2015-07-08T22:00:00+0200,692
2015-07-08T21:00:00Z,2015-07-08T23:00:00+0200,634
2015-07-08T22:00:00Z,2015-07-09T00:00:00+0200,589
2015-07-08T23:00:00Z,2015-07-09T01:00:00+0200,562
2015-07-09T00:00:00Z,2015-07-09T02:00:00+0200,556
2015-07-09T01:00:00Z,2015-07-09T03:00:00+0200,540
2015-07-09T02:00:00Z,2015-07-09T04:00:00+0200,455
2015-07-09T03:00:00Z,2015-07-09T05:00:00+0200,368
2015-07-09T04:00:00Z,2015-07-09T06:00:00+0200,293
2015-07-09T05:00:00Z,2015-07-09T07:00:00+0200,347
2015-07-09T06:00:00Z,2015-07-09T08:00:00+0200,1020
2015-07-09T07:00:00Z,2015-07-09T09:00:00+0200,2750
2015-07-09T08:00:00Z,2015-07-09T10:00:00+0200,4134
2015-07-09T09:00:00Z,2015-07-09T11:00:00+0200,4718
2015-07-09T10:00:00Z,2015-07-09T12:00:00+0200,5154
2015-07-09T11:00:00Z,2015-07-09T13:00:00+0200,5281
2015-07-09T12:00:00Z,2015-07-09T14:00:00+0200,5266
2015-07-09T13:00:00Z,2015-07-09T15:00:00+0200,5126
2015-07-09T14:00:00Z,2015-07-09T16:00:00+0200,4955
2015-07-09T15:00:00Z,2015-07-09T17:00:00+0200,4689
2015-07-09T16:00:00Z,2015-07-09T18:00:00+0200,4223
2015-07-09T17:00:00Z,2015-07-09T19:00:00+0200,3481
2015-07-09T18:00:00Z,2015-07-09T20:00:00+0200,2280
2015-07-09T19:00:00Z,2015-07-09T21:00:00+0200,1131
2015-07-09T20:00:00Z,2015-07-09T22:00:00+0200,826
2015-07-09T21:00:00Z,2015-07-09T23:00:00+0200,786
2015-07-09T22:00:00Z,2015-07-10T00:00:00+0200,785
2015-07-09T23:00:00Z,2015-07-10T01:00:00+0200,777
2015-07-10T00:00:00Z,2015-07-10T02:00:00+0200,776
2015-07-10T01:00:00Z,2015-07-10T03:00:00+0200,774
2015-07-10T02:00:00Z,2015-07-10T04:00:00+0200,648
2015-07-10T03:00:00Z,2015-07-10T05:00:00+0200,550
2015-07-10T04:00:00Z,2015-07-10T06:00:00+0200,393
2015-07-10T05:00:00Z,2015-07-10T07:00:00+0200,397
2015-07-10T06:00:00Z,2015-07-10T08:00:00+0200,993
2015-07-10T07:00:00Z,2015-07-10T09:00:00+0200,2655
2015-07-10T08:00:00Z,2015-07-10T10:00:00+0200,4065
2015-07-10T09:00:00Z,2015-07-10T11:00:00+0200,4739
2015-07-10T10:00:00Z,2015-07-10T12:00:00+0200,5036
2015-07-10T11:00:00Z,2015-07-10T13:00:00+0200,5295
2015-07-10T12:00:00Z,2015-07-10T14:00:00+0200,5327
2015-07-10T13:00:00Z,2015-07-10T15:00:00+0200,5279
2015-07-10T14:00:00Z,2015-07-10T16:00:00+0200,5074
2015-07-10T15:00:00Z,2015-07-10T17:00:00+0200,4682
2015-07-10T16:00:00Z,2015-07-10T18:00:00+0200,4160
2015-07-10T17:00:00Z,2015-07-10T19:00:00+0200,3523
2015-07-10T18:00:00Z,2015-07-10T20:00:00+0200,2388
2015-07-10T19:00:00Z,2015-07-10T21:00:00+0200,1174
2015-07-10T20:00:00Z,2015-07-10T22:00:00+0200,802
2015-07-10T21:00:00Z,2015-07-10T23:00:00+0200,766
2015-07-10T22:00:00Z,2015-07-11T00:00:00+0200,759
2015-07-10T23:00:00Z,2015-07-11T01:00:00+0200,750
2015-07-11T00:00:00Z,2015-07-11T02:00:00+0200,748
2015-07-11T01:00:00Z,2015-07-11T03:00:00+0200,671
2015-07-11T02:00:00Z,2015-07-11T04:00:00+0200,653
2015-07-11T03:00:00Z,2015-07-11T05:00:00+0200,591
2015-07-11T04:00:00Z,2015-07-11T06:00:00+0200,464
2015-07-11T05:00:00Z,2015-07-11T07:00:00+0200,506
2015-07-11T06:00:00Z,2015-07-11T08:00:00+0200,1158
2015-07-11T07:00:00Z,2015-07-11T09:00:00+0200,3080
2015-07-11T08:00:00Z,2015-07-11T10:00:00+0200,4362
2015-07-11T09:00:00Z,2015-07-11T11:00:00+0200,4864
2015-07-11T10:00:00Z,2015-07-11T12:00:00+0200,5146
2015-07-11T11:00:00Z,2015-07-11T13:00:00+0200,5271
2015-07-11T12:00:00Z,2015-07-11T14:00:00+0200,5300
2015-07-11T13:00:00Z,2015-07-11T15:00:00+0200,5231
2015-07-11T14:00:00Z,2015-07-11T16:00:00+0200,5053
2015-07-11T15:00:00Z,2015-07-11T17:00:00+0200,4732
2015-07-11T16:00:00Z,2015-07-11T18:00:00+0200,4244
2015-07-11T17:00:00Z,2015-07-11T19:00:00+0200,3519
2015-07-11T18:00:00Z,2015-07-11T20:00:00+0200,2385
2015-07-11T19:00:00Z,2015-07-11T21:00:00+0200,1241
2015-07-11T20:00:00Z,2015-07-11T22:00:00+0200,883
2015-07-11T21:00:00Z,2015-07-11T23:00:00+0200,829
2015-07-11T22:00:00Z,2015-07-12T00:00:00+0200,823
2015-07-11T23:00:00Z,2015-07-12T01:00:00+0200,818
2015-07-12T00:00:00Z,2015-07-12T02:00:00+0200,811
2015-07-12T01:00:00Z,2015-07-12T03:00:00+0200,810
2015-07-12T02:00:00Z,2015-07-12T04:00:00+0200,809
2015-07-12T03:00:00Z,2015-07-12T05:00:00+0200,780
2015-07-12T04:00:00Z,2015-07-12T06:00:00+0200,599
2015-07-12T05:00:00Z,2015-07-12T07:00:00+0200,492
2015-07-12T06:00:00Z,2015-07-12T08:00:00+0200,1178
2015-07-12T07:00:00Z,2015-07-12T09:00:00+0200,3070
2015-07-12T08:00:00Z,2015-07-12T10:00:00+0200,4383
2015-07-12T09:00:00Z,2015-07-12T11:00:00+0200,4897
2015-07-12T10:00:00Z,2015-07-12T12:00:00+0200,5163
2015-07-12T11:00:00Z,2015-07-12T13:00:00+0200,5289
2015-07-12T12:00:00Z,2015-07-12T14:00:00+0200,5302
2015-07-12T13:00:00Z,2015-07-12T15:00:00+0200,5234
2015-07-12T14:00:00Z,2015-07-12T16:00:00+0200,5051
2015-07-12T15:00:00Z,2015-07-12T17:00:00+0200,4693
2015-07-12T16:00:00Z,2015-07-12T18:00:00+0200,4223
2015-07-12T17:00:00Z,2015-07-12T19:00:00+0200,3556
2015-07-12T18:00:00Z,2015-07-12T20:00:00+0200,2475
2015-07-12T19:00:00Z,2015-07-12T21:00:00+0200,1261
