Key,Value,Source / comment
present_number_of_semi_detached_houses_1945_1964,298740,Imported from 6_residences analysis
present_number_of_semi_detached_houses_1965_1984,565690,Imported from 6_residences analysis
present_number_of_semi_detached_houses_1985_2004,379710,Imported from 6_residences analysis
present_number_of_semi_detached_houses_2005_present,178722,Imported from 6_residences analysis
present_number_of_terraced_houses_before_1945,342679,Imported from 6_residences analysis
present_number_of_terraced_houses_1945_1964,309325,Imported from 6_residences analysis
present_number_of_terraced_houses_1965_1984,875089,Imported from 6_residences analysis
present_number_of_terraced_houses_1985_2004,600576,Imported from 6_residences analysis
present_number_of_terraced_houses_2005_present,250132,Imported from 6_residences analysis
present_share_of_apartments_before_1945_in_useful_demand_for_space_heating,0.0625040726869224,Imported from 6_residences analysis
present_share_of_apartments_1945_1964_in_useful_demand_for_space_heating,0.0474523564642453,Imported from 6_residences analysis
present_share_of_apartments_1965_1984_in_useful_demand_for_space_heating,0.0953994416233717,Imported from 6_residences analysis
present_share_of_apartments_1985_2004_in_useful_demand_for_space_heating,0.0770344579668123,Imported from 6_residences analysis
present_share_of_apartments_2005_present_in_useful_demand_for_space_heating,0.0612550022813887,Imported from 6_residences analysis
present_share_of_detached_houses_before_1945_in_useful_demand_for_space_heating,0.0370316563248165,Imported from 6_residences analysis
present_share_of_detached_houses_1945_1964_in_useful_demand_for_space_heating,0.0185715330739085,Imported from 6_residences analysis
present_share_of_detached_houses_1965_1984_in_useful_demand_for_space_heating,0.0297821990506175,Imported from 6_residences analysis
present_share_of_detached_houses_1985_2004_in_useful_demand_for_space_heating,0.0327032751808859,Imported from 6_residences analysis
present_share_of_detached_houses_2005_present_in_useful_demand_for_space_heating,0.0152188916593297,Imported from 6_residences analysis
present_share_of_semi_detached_houses_before_1945_in_useful_demand_for_space_heating,0.0387108078042949,Imported from 6_residences analysis
present_share_of_semi_detached_houses_1945_1964_in_useful_demand_for_space_heating,0.0383527943771621,Imported from 6_residences analysis
present_share_of_semi_detached_houses_1965_1984_in_useful_demand_for_space_heating,0.072780744915689,Imported from 6_residences analysis
present_share_of_semi_detached_houses_1985_2004_in_useful_demand_for_space_heating,0.048605443601013,Imported from 6_residences analysis
present_share_of_semi_detached_houses_2005_present_in_useful_demand_for_space_heating,0.0227994495913242,Imported from 6_residences analysis
present_share_of_terraced_houses_before_1945_in_useful_demand_for_space_heating,0.0425312979748771,Imported from 6_residences analysis
present_share_of_terraced_houses_1945_1964_in_useful_demand_for_space_heating,0.0394372730348244,Imported from 6_residences analysis
present_share_of_terraced_houses_1965_1984_in_useful_demand_for_space_heating,0.112216227322524,Imported from 6_residences analysis
present_share_of_terraced_houses_1985_2004_in_useful_demand_for_space_heating,0.0761178811197236,Imported from 6_residences analysis
present_share_of_terraced_houses_2005_present_in_useful_demand_for_space_heating,0.0314951939462689,Imported from 6_residences analysis
typical_useful_demand_for_space_heating_apartments_before_1945,309.2785,See source_analyses/nl/2019/11_area/11_area_insulation_typical_pv_and_heat.xlsx
typical_useful_demand_for_space_heating_apartments_1945_1964,225.7048,See source_analyses/nl/2019/11_area/11_area_insulation_typical_pv_and_heat.xlsx
typical_useful_demand_for_space_heating_apartments_1965_1984,193.542,See source_analyses/nl/2019/11_area/11_area_insulation_typical_pv_and_heat.xlsx
typical_useful_demand_for_space_heating_apartments_1985_2004,154.5946,See source_analyses/nl/2019/11_area/11_area_insulation_typical_pv_and_heat.xlsx
typical_useful_demand_for_space_heating_apartments_2005_present,115.9263,See source_analyses/nl/2019/11_area/11_area_insulation_typical_pv_and_heat.xlsx
typical_useful_demand_for_space_heating_apartments_future,65,Dutch building regulation "Eis woongebouw <= 65" in https://www.nieman.nl/specialismen/energie-en-duurzaamheid/beng-eis-vanaf-01-01-2021/
typical_useful_demand_for_space_heating_detached_houses_before_1945,296.1239,See source_analyses/nl/2019/11_area/11_area_insulation_typical_pv_and_heat.xlsx
typical_useful_demand_for_space_heating_detached_houses_1945_1964,243.2537,See source_analyses/nl/2019/11_area/11_area_insulation_typical_pv_and_heat.xlsx
typical_useful_demand_for_space_heating_detached_houses_1965_1984,202.5222,See source_analyses/nl/2019/11_area/11_area_insulation_typical_pv_and_heat.xlsx
typical_useful_demand_for_space_heating_detached_houses_1985_2004,160.3984,See source_analyses/nl/2019/11_area/11_area_insulation_typical_pv_and_heat.xlsx
typical_useful_demand_for_space_heating_detached_houses_2005_present,116.3707,See source_analyses/nl/2019/11_area/11_area_insulation_typical_pv_and_heat.xlsx
typical_useful_demand_for_space_heating_detached_houses_future,55,Dutch building regulation "Eis grondgebonden woningen <= 55" in https://www.nieman.nl/specialismen/energie-en-duurzaamheid/beng-eis-vanaf-01-01-2021/
typical_useful_demand_for_space_heating_semi_detached_houses_before_1945,268.9665,See source_analyses/nl/2019/11_area/11_area_insulation_typical_pv_and_heat.xlsx
typical_useful_demand_for_space_heating_semi_detached_houses_1945_1964,217.0396,See source_analyses/nl/2019/11_area/11_area_insulation_typical_pv_and_heat.xlsx
typical_useful_demand_for_space_heating_semi_detached_houses_1965_1984,187.3579,See source_analyses/nl/2019/11_area/11_area_insulation_typical_pv_and_heat.xlsx
typical_useful_demand_for_space_heating_semi_detached_houses_1985_2004,154.0974,See source_analyses/nl/2019/11_area/11_area_insulation_typical_pv_and_heat.xlsx
typical_useful_demand_for_space_heating_semi_detached_houses_2005_present,114.2388,See source_analyses/nl/2019/11_area/11_area_insulation_typical_pv_and_heat.xlsx
typical_useful_demand_for_space_heating_semi_detached_houses_future,55,Dutch building regulation "Eis grondgebonden woningen <= 55" in https://www.nieman.nl/specialismen/energie-en-duurzaamheid/beng-eis-vanaf-01-01-2021/
typical_useful_demand_for_space_heating_terraced_houses_before_1945,305.0056,See source_analyses/nl/2019/11_area/11_area_insulation_typical_pv_and_heat.xlsx
typical_useful_demand_for_space_heating_terraced_houses_1945_1964,280.6464,See source_analyses/nl/2019/11_area/11_area_insulation_typical_pv_and_heat.xlsx
typical_useful_demand_for_space_heating_terraced_houses_1965_1984,217.9607,See source_analyses/nl/2019/11_area/11_area_insulation_typical_pv_and_heat.xlsx
typical_useful_demand_for_space_heating_terraced_houses_1985_2004,150.8078,See source_analyses/nl/2019/11_area/11_area_insulation_typical_pv_and_heat.xlsx
typical_useful_demand_for_space_heating_terraced_houses_2005_present,116.2858,See source_analyses/nl/2019/11_area/11_area_insulation_typical_pv_and_heat.xlsx
typical_useful_demand_for_space_heating_terraced_houses_future,55,Dutch building regulation "Eis grondgebonden woningen <= 55" in https://www.nieman.nl/specialismen/energie-en-duurzaamheid/beng-eis-vanaf-01-01-2021/
typical_useful_demand_for_space_heating_buildings_present,243.571,See source_analyses/nl/2019/11_area/11_area_insulation_typical_pv_and_heat.xlsx
typical_useful_demand_for_space_heating_buildings_future,190,Dutch building regulation "Eis onderwijs <= 190" in https://www.nieman.nl/specialismen/energie-en-duurzaamheid/beng-eis-vanaf-01-01-2021/
area_per_building_residence_equivalent,293.627703981492,Actual area per building; see /source_analyses/nl/2019/11_area/11_area_insulation_typical_pv_and_heat.xlsx
residences_roof_surface_available_for_pv,220,Based on 'gebalanceerde ontwikkeling' TKI Urban energy ( 2020) Ruimtelijk potentieel van zonnestroom in Nederland.pdf
buildings_roof_surface_available_for_pv,245,Based on 'gebalanceerde ontwikkeling' TKI Urban energy ( 2020) Ruimtelijk potentieel van zonnestroom in Nederland.pdf
co2_emission_1990,158.7190073,1990 CO2 Emissions (energy related) according to IPCC version21. CRF avaiable on EEA download site. Summarized in: etdataset/source_analyses/eu/2015/11_area/201807_EEA_all_countries GHG emissions IPCC format 1990 UNFCCC_v21.xlsx
co2_emission_1990_aviation_bunkers,4.6046,1990 CO2 Emissions (energy related) according to IPCC version20. CRF avaiable on EEA download site. Summarized in: 201711_EEA_all_countries GHG emissions IPCC format 1990 UNFCCC_v20.xlsx (source_analyses>eu>2011>11_area_data)
co2_emission_1990_marine_bunkers,34.95619,1990 CO2 Emissions (energy related) according to IPCC version20. CRF avaiable on EEA download site. Summarized in: 201711_EEA_all_countries GHG emissions IPCC format 1990 UNFCCC_v20.xlsx (source_analyses>eu>2011>11_area_data)
co2_percentage_free,0.4,https://energeia.nl/energeia-artikel/40089751/europese-commissie-was-te-scheutig-met-gratis-emissierechten-co-zegt-rekenkamer
co2_price,0.02483,See source analyses/nl/2019/11_area/11_area_source_analysis_2019.xlsx
captured_biogenic_co2_price,0.02483,Quintel assumption: Similar to co2 price in 2019
lv_net_capacity_per_step,0.2,Quintel assumption. See github/documentation/network
lv_net_costs_per_capacity_step,183200,From NvdT 2017; CE Delft; see source analysis/nl/2015/12. network
lv_net_spare_capacity,0.25,From NvdT 2017; CE Delft; see source analysis/nl/2015/12. network
lv_net_total_costs_present,838847167.7,From NvdT 2017; CE Delft; see source analysis/nl/2015/12. network
lv_mv_trafo_capacity_per_step,0.2,Quintel assumption. See github/documentation/network
lv_mv_trafo_costs_per_capacity_step,40000,From NvdT 2017; CE Delft; see source analysis/nl/2015/12. network
lv_mv_trafo_spare_capacity,0.25,From NvdT 2017; CE Delft; see source analysis/nl/2015/12. network
lv_mv_trafo_total_costs_present,298839303.5,From NvdT 2017; CE Delft; see source analysis/nl/2015/12. network
mv_net_capacity_per_step,2,Quintel assumption. See github/documentation/network
mv_net_costs_per_capacity_step,1380000,From NvdT 2017; CE Delft; see source analysis/nl/2015/12. network
mv_net_spare_capacity,0.25,From NvdT 2017; CE Delft; see source analysis/nl/2015/12. network
mv_net_total_costs_present,720884284.7,From NvdT 2017; CE Delft; see source analysis/nl/2015/12. network
mv_hv_trafo_capacity_per_step,2,Quintel assumption. See github/documentation/network
mv_hv_trafo_costs_per_capacity_step,500000,From NvdT 2017; CE Delft; see source analysis/nl/2015/12. network
mv_hv_trafo_spare_capacity,0.25,From NvdT 2017; CE Delft; see source analysis/nl/2015/12. network
mv_hv_trafo_total_costs_present,251654150.3,From NvdT 2017; CE Delft; see source analysis/nl/2015/12. network
hv_net_capacity_per_step,20,Quintel assumption. See github/documentation/network
hv_net_costs_per_capacity_step,7280000,From NvdT 2017; CE Delft; see source analysis/nl/2015/12. network
hv_net_spare_capacity,0.25,From NvdT 2017; CE Delft; see source analysis/nl/2015/12. network
hv_net_total_costs_present,423617819.7,From NvdT 2017; CE Delft; see source analysis/nl/2015/12. network
interconnection_net_costs_present,139550090.5,From NvdT 2017; CE Delft; see source analysis/nl/2015/12. network
interconnector_capacity,5850,Dutch value as placeholder
offshore_net_costs_present,26607183.6,From Nvdt 2017; CE Delft; see source analysis/nl/2015/12. network
annual_infrastructure_cost_gas,1452000000,NL 2011 value
heat_share_of_apartments_with_block_heating,0.154,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_length_of_distribution_pipelines_in_meter_per_residence_object_first_bracket,3.2,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_length_of_distribution_pipelines_in_meter_per_residence_object_second_bracket,4.6,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_length_of_distribution_pipelines_in_meter_per_residence_object_third_bracket,5.8,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_length_of_distribution_pipelines_in_meter_per_residence_object_fourth_bracket,7,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_length_of_distribution_pipelines_in_meter_per_residence_object_fifth_bracket,10,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_length_of_connection_pipelines_in_meter_per_residence_first_bracket,1.7,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_length_of_connection_pipelines_in_meter_per_residence_second_bracket,3.5,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_length_of_connection_pipelines_in_meter_per_residence_third_bracket,5,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_length_of_connection_pipelines_in_meter_per_residence_fourth_bracket,6.3,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_length_of_connection_pipelines_in_meter_per_residence_fifth_bracket,8.9,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_infrastructure_households_lt_indoor_investment_costs_apartments_without_block_heating_eur,7372,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_infrastructure_households_mt_indoor_investment_costs_apartments_without_block_heating_eur,7372,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_infrastructure_households_ht_indoor_investment_costs_apartments_without_block_heating_eur,7372,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_infrastructure_households_lt_indoor_investment_costs_apartments_with_block_heating_eur,4069,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_infrastructure_households_mt_indoor_investment_costs_apartments_with_block_heating_eur,4069,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_infrastructure_households_ht_indoor_investment_costs_apartments_with_block_heating_eur,4069,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_infrastructure_households_lt_indoor_investment_costs_ground_level_houses_eur,10080,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_infrastructure_households_mt_indoor_investment_costs_ground_level_houses_eur,10080,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_infrastructure_households_ht_indoor_investment_costs_ground_level_houses_eur,10080,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_buildings_indoor_investment_costs_eur_per_kw,152,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_buildings_indoor_investment_costs_eur_per_connection,7563,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_exchanger_station_investment_costs_eur_per_kw,133,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_lt_sub_station_investment_costs_eur_per_kw,100,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_mt_sub_station_investment_costs_eur_per_kw,50,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_ht_sub_station_investment_costs_eur_per_kw,50,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_lt_distribution_pipelines_investment_costs_eur_per_meter,2046,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_mt_distribution_pipelines_investment_costs_eur_per_meter,1818,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_ht_distribution_pipelines_investment_costs_eur_per_meter,1416,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_lt_primary_pipelines_investment_costs_per_kw,245,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_mt_primary_pipelines_investment_costs_per_kw,245,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_ht_primary_pipelines_investment_costs_per_kw,216,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_yearly_indoor_infrastructure_maintenance_costs_factor,0.025,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_yearly_outdoor_infrastructure_maintenance_costs_factor,0.018,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
households_lt_heat_delivery_system_costs_apartments_eur_per_connection,2382,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
households_mt_heat_delivery_system_costs_apartments_eur_per_connection,1174,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
households_ht_heat_delivery_system_costs_apartments_eur_per_connection,1174,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
households_lt_heat_delivery_system_costs_ground_level_houses_eur_per_connection,4144,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
households_mt_heat_delivery_system_costs_ground_level_houses_eur_per_connection,2054,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
households_ht_heat_delivery_system_costs_ground_level_houses_eur_per_connection,2054,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
buildings_lt_heat_delivery_system_costs_eur_per_connection,25386,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
buildings_mt_heat_delivery_system_costs_eur_per_connection,16706,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
buildings_ht_heat_delivery_system_costs_eur_per_connection,16706,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
number_of_cars,8531000,CBS;https://www.cbs.nl/nl-nl/visualisaties/verkeer-en-vervoer/vervoermiddelen-en-infrastructuur/personenautos#:~:text=Op%201%20januari%202020%20waren;personenauto's%20met%2014%20procent%20toegenomen.
number_of_busses,9700,CBS; 'bus'; https://opendata.cbs.nl/statline/#/CBS/nl/dataset/82472NED/table?ts=1672738295121
number_of_trucks,69205,CBS; 'Vrachtauto (excl. trekker voor oplegger); A-U Alle Economische activiteiten; https://opendata.cbs.nl/statline/#/CBS/nl/dataset/83528NED/table?ts=1672738432552
number_of_vans,914800,CBS; 'bestelauto'; https://opendata.cbs.nl/statline/#/CBS/nl/dataset/82472NED/table?ts=1672738295121
electric_vehicle_profile_1_share,0.24,Profile distribution from Elaad (2023); https://refman.energytransitionmodel.com/publications/2200
electric_vehicle_profile_2_share,0.56,Profile distribution from Elaad (2023); https://refman.energytransitionmodel.com/publications/2201
electric_vehicle_profile_3_share,0.08,Profile distribution from Elaad (2023); https://refman.energytransitionmodel.com/publications/2202
electric_vehicle_profile_4_share,0.12,Profile distribution from Elaad (2023); https://refman.energytransitionmodel.com/publications/2203
electric_vehicle_profile_5_share,0,Custom profile; default 0.0
