Key,Value,Source / comment
aquathermal_potential_for_surface_water,151.5,Totale potentie; CE Delft; https://ce.nl/wp-content/uploads/2021/03/CE_Delft_5S74_Nationaal_potentieel_van_aquathermie_Def.pdf
aquathermal_potential_for_waste_water,69.9,Technische potentie; CE Delft; https://ce.nl/wp-content/uploads/2021/03/CE_Delft_5S74_Nationaal_potentieel_van_aquathermie_Def.pdf
aquathermal_potential_for_drink_water,5,Technische potentie; CE Delft; https://ce.nl/wp-content/uploads/2021/03/CE_Delft_5S74_Nationaal_potentieel_van_aquathermie_Def.pdf
hydrogen_electrolysis_solar_pv_capacity_ratio,0.425,see source_analyses/nl/2023/2_power_and_heat_plant/2_chp_pp_source_analysis.xlsx
present_number_of_buildings_present,2791335,EU Building Stock Observatory; surface area covered by non-residential buildings and expressed in 'woningequivalenten' (WEQ); see 11_area_source_analysis_2023.xlsx
present_number_of_residences_present,7931940,Imported from 6_residences analysis
present_number_of_apartments_before_1945,540306,Imported from 6_residences analysis
present_number_of_apartments_1945_1964,389149,Imported from 6_residences analysis
present_number_of_apartments_1965_1984,764098,Imported from 6_residences analysis
present_number_of_apartments_1985_2004,619418,Imported from 6_residences analysis
present_number_of_apartments_2005_present,487283,Imported from 6_residences analysis
present_number_of_detached_houses_before_1945,285107,Imported from 6_residences analysis
present_number_of_detached_houses_1945_1964,143081,Imported from 6_residences analysis
present_number_of_detached_houses_1965_1984,230912,Imported from 6_residences analysis
present_number_of_detached_houses_1985_2004,252508,Imported from 6_residences analysis
present_number_of_detached_houses_2005_present,117683,Imported from 6_residences analysis
present_number_of_semi_detached_houses_before_1945,303172,Imported from 6_residences analysis
present_number_of_semi_detached_houses_1945_1964,298688,Imported from 6_residences analysis
present_number_of_semi_detached_houses_1965_1984,565545,Imported from 6_residences analysis
present_number_of_semi_detached_houses_1985_2004,379666,Imported from 6_residences analysis
present_number_of_semi_detached_houses_2005_present,178343,Imported from 6_residences analysis
present_number_of_terraced_houses_before_1945,342512,Imported from 6_residences analysis
present_number_of_terraced_houses_1945_1964,309270,Imported from 6_residences analysis
present_number_of_terraced_houses_1965_1984,874897,Imported from 6_residences analysis
present_number_of_terraced_houses_1985_2004,600539,Imported from 6_residences analysis
present_number_of_terraced_houses_2005_present,249763,Imported from 6_residences analysis
present_share_of_apartments_before_1945_in_useful_demand_for_space_heating,0.059179,Imported from 6_residences analysis
present_share_of_apartments_1945_1964_in_useful_demand_for_space_heating,0.037306,Imported from 6_residences analysis
present_share_of_apartments_1965_1984_in_useful_demand_for_space_heating,0.063988,Imported from 6_residences analysis
present_share_of_apartments_1985_2004_in_useful_demand_for_space_heating,0.045356,Imported from 6_residences analysis
present_share_of_apartments_2005_present_in_useful_demand_for_space_heating,0.028969,Imported from 6_residences analysis
present_share_of_detached_houses_before_1945_in_useful_demand_for_space_heating,0.067174,Imported from 6_residences analysis
present_share_of_detached_houses_1945_1964_in_useful_demand_for_space_heating,0.032381,Imported from 6_residences analysis
present_share_of_detached_houses_1965_1984_in_useful_demand_for_space_heating,0.052287,Imported from 6_residences analysis
present_share_of_detached_houses_1985_2004_in_useful_demand_for_space_heating,0.050227,Imported from 6_residences analysis
present_share_of_detached_houses_2005_present_in_useful_demand_for_space_heating,0.021245,Imported from 6_residences analysis
present_share_of_semi_detached_houses_before_1945_in_useful_demand_for_space_heating,0.057553,Imported from 6_residences analysis
present_share_of_semi_detached_houses_1945_1964_in_useful_demand_for_space_heating,0.046878,Imported from 6_residences analysis
present_share_of_semi_detached_houses_1965_1984_in_useful_demand_for_space_heating,0.085806,Imported from 6_residences analysis
present_share_of_semi_detached_houses_1985_2004_in_useful_demand_for_space_heating,0.050964,Imported from 6_residences analysis
present_share_of_semi_detached_houses_2005_present_in_useful_demand_for_space_heating,0.01921,Imported from 6_residences analysis
present_share_of_terraced_houses_before_1945_in_useful_demand_for_space_heating,0.051256,Imported from 6_residences analysis
present_share_of_terraced_houses_1945_1964_in_useful_demand_for_space_heating,0.03847,Imported from 6_residences analysis
present_share_of_terraced_houses_1965_1984_in_useful_demand_for_space_heating,0.106973,Imported from 6_residences analysis
present_share_of_terraced_houses_1985_2004_in_useful_demand_for_space_heating,0.063548,Imported from 6_residences analysis
present_share_of_terraced_houses_2005_present_in_useful_demand_for_space_heating,0.02123,Imported from 6_residences analysis
typical_useful_demand_for_space_heating_apartments_before_1945,101.373,PBL referentieverbruiken; see 6_residences_source_analysis_2023.xlsx
typical_useful_demand_for_space_heating_apartments_1945_1964,101.744,PBL referentieverbruiken; see 6_residences_source_analysis_2023.xlsx
typical_useful_demand_for_space_heating_apartments_1965_1984,86.056,PBL referentieverbruiken; see 6_residences_source_analysis_2023.xlsx
typical_useful_demand_for_space_heating_apartments_1985_2004,69.3,PBL referentieverbruiken; see 6_residences_source_analysis_2023.xlsx
typical_useful_demand_for_space_heating_apartments_2005_present,54.202,PBL referentieverbruiken; see 6_residences_source_analysis_2023.xlsx
typical_useful_demand_for_space_heating_apartments_future,65,"Dutch building regulation ""Eis woongebouw <= 65"" in https://www.nieman.nl/specialismen/energie-en-duurzaamheid/beng-eis-vanaf-01-01-2021/"
typical_useful_demand_for_space_heating_detached_houses_before_1945,86.12,PBL referentieverbruiken; see 6_residences_source_analysis_2023.xlsx
typical_useful_demand_for_space_heating_detached_houses_1945_1964,95.921,PBL referentieverbruiken; see 6_residences_source_analysis_2023.xlsx
typical_useful_demand_for_space_heating_detached_houses_1965_1984,89.486,PBL referentieverbruiken; see 6_residences_source_analysis_2023.xlsx
typical_useful_demand_for_space_heating_detached_houses_1985_2004,77.295,PBL referentieverbruiken; see 6_residences_source_analysis_2023.xlsx
typical_useful_demand_for_space_heating_detached_houses_2005_present,61.796,PBL referentieverbruiken; see 6_residences_source_analysis_2023.xlsx
typical_useful_demand_for_space_heating_detached_houses_future,55,"Dutch building regulation ""Eis grondgebonden woningen <= 55"" in https://www.nieman.nl/specialismen/energie-en-duurzaamheid/beng-eis-vanaf-01-01-2021/"
typical_useful_demand_for_space_heating_semi_detached_houses_before_1945,103.458,PBL referentieverbruiken; see 6_residences_source_analysis_2023.xlsx
typical_useful_demand_for_space_heating_semi_detached_houses_1945_1964,104.643,PBL referentieverbruiken; see 6_residences_source_analysis_2023.xlsx
typical_useful_demand_for_space_heating_semi_detached_houses_1965_1984,91.786,PBL referentieverbruiken; see 6_residences_source_analysis_2023.xlsx
typical_useful_demand_for_space_heating_semi_detached_houses_1985_2004,75.873,PBL referentieverbruiken; see 6_residences_source_analysis_2023.xlsx
typical_useful_demand_for_space_heating_semi_detached_houses_2005_present,55.573,PBL referentieverbruiken; see 6_residences_source_analysis_2023.xlsx
typical_useful_demand_for_space_heating_semi_detached_houses_future,55,"Dutch building regulation ""Eis grondgebonden woningen <= 55"" in https://www.nieman.nl/specialismen/energie-en-duurzaamheid/beng-eis-vanaf-01-01-2021/"
typical_useful_demand_for_space_heating_terraced_houses_before_1945,92.429,PBL referentieverbruiken; see 6_residences_source_analysis_2023.xlsx
typical_useful_demand_for_space_heating_terraced_houses_1945_1964,93.238,PBL referentieverbruiken; see 6_residences_source_analysis_2023.xlsx
typical_useful_demand_for_space_heating_terraced_houses_1965_1984,79.43,PBL referentieverbruiken; see 6_residences_source_analysis_2023.xlsx
typical_useful_demand_for_space_heating_terraced_houses_1985_2004,66.974,PBL referentieverbruiken; see 6_residences_source_analysis_2023.xlsx
typical_useful_demand_for_space_heating_terraced_houses_2005_present,49.654,PBL referentieverbruiken; see 6_residences_source_analysis_2023.xlsx
typical_useful_demand_for_space_heating_terraced_houses_future,55,"Dutch building regulation ""Eis grondgebonden woningen <= 55"" in https://www.nieman.nl/specialismen/energie-en-duurzaamheid/beng-eis-vanaf-01-01-2021/"
typical_useful_demand_for_space_heating_buildings_present,107.45,Calculated from the ETM and total surface area; see source_analyses/nl/2023/7_services/buildings.xlsx
typical_useful_demand_for_space_heating_buildings_future,90,BENG-norm for kantoorfunctie; see source_analyses/nl/2023/7_services/buildings.xlsx
area_per_building_residence_equivalent,130,Standard WEQ; see source_analyses/nl/2023/11_area/11_area_source_analysis_2023
residences_roof_surface_available_for_pv,220,Based on 'gebalanceerde ontwikkeling' TKI Urban energy (2020) Ruimtelijk potentieel van zonnestroom in Nederland.pdf
buildings_roof_surface_available_for_pv,245,Based on 'gebalanceerde ontwikkeling' TKI Urban energy (2020) Ruimtelijk potentieel van zonnestroom in Nederland.pdf
co2_emission_1990,158.7190073,1990 CO2 Emissions (energy related) according to IPCC version21. CRF avaiable on EEA download site. Summarized in: source_analyses/eu/2015/11_area/201807_EEA_all_countries GHG emissions IPCC format 1990 UNFCCC_v21.xlsx
co2_emission_1990_aviation_bunkers,4.6046,1990 CO2 Emissions (energy related) according to IPCC version21. CRF avaiable on EEA download site. Summarized in: source_analyses/eu/2015/11_area/201807_EEA_all_countries GHG emissions IPCC format 1990 UNFCCC_v21.xlsx
co2_emission_1990_marine_bunkers,34.95619,1990 CO2 Emissions (energy related) according to IPCC version21. CRF avaiable on EEA download site. Summarized in: source_analyses/eu/2015/11_area/201807_EEA_all_countries GHG emissions IPCC format 1990 UNFCCC_v21.xlsx
co2_percentage_free,0.13,Share of free allowances in industry assigned to the share of industry in total electricity production; see sheet "Free allocation" in 11_area_source_analysis_2023.xlsx
co2_price,0.085,PBL; see 11_area_source_analysis_2023.xlsx
captured_biogenic_co2_price,0.085,Quintel assumption; similar to CO2 price in 2023
lv_net_capacity_per_step,0.2,Quintel assumption; see https://docs.energytransitionmodel.com/main/network/
lv_net_costs_per_capacity_step,183200,From NvdT 2017; CE Delft; https://refman.energytransitionmodel.com/publications/2190
lv_net_spare_capacity,0.25,From NvdT 2017; CE Delft; https://refman.energytransitionmodel.com/publications/2190
lv_net_total_costs_present,838847167.7,From NvdT 2017; CE Delft; https://refman.energytransitionmodel.com/publications/2190
lv_mv_trafo_capacity_per_step,0.2,Quintel assumption; see https://docs.energytransitionmodel.com/main/network/
lv_mv_trafo_costs_per_capacity_step,40000,From NvdT 2017; CE Delft; https://refman.energytransitionmodel.com/publications/2190
lv_mv_trafo_spare_capacity,0.25,From NvdT 2017; CE Delft; https://refman.energytransitionmodel.com/publications/2190
lv_mv_trafo_total_costs_present,298839303.5,From NvdT 2017; CE Delft; https://refman.energytransitionmodel.com/publications/2190
mv_net_capacity_per_step,2,Quintel assumption; see https://docs.energytransitionmodel.com/main/network/
mv_net_costs_per_capacity_step,1380000,From NvdT 2017; CE Delft; https://refman.energytransitionmodel.com/publications/2190
mv_net_spare_capacity,0.25,From NvdT 2017; CE Delft; https://refman.energytransitionmodel.com/publications/2190
mv_net_total_costs_present,720884284.7,From NvdT 2017; CE Delft; https://refman.energytransitionmodel.com/publications/2190
mv_hv_trafo_capacity_per_step,2,Quintel assumption; see https://docs.energytransitionmodel.com/main/network/
mv_hv_trafo_costs_per_capacity_step,500000,From NvdT 2017; CE Delft; https://refman.energytransitionmodel.com/publications/2190
mv_hv_trafo_spare_capacity,0.25,From NvdT 2017; CE Delft; https://refman.energytransitionmodel.com/publications/2190
mv_hv_trafo_total_costs_present,251654150.3,From NvdT 2017; CE Delft; https://refman.energytransitionmodel.com/publications/2190
hv_net_capacity_per_step,20,Quintel assumption; see https://docs.energytransitionmodel.com/main/network/
hv_net_costs_per_capacity_step,7280000,From NvdT 2017; CE Delft; https://refman.energytransitionmodel.com/publications/2190
hv_net_spare_capacity,0.25,From NvdT 2017; CE Delft; https://refman.energytransitionmodel.com/publications/2190
hv_net_total_costs_present,423617819.7,From NvdT 2017; CE Delft; https://refman.energytransitionmodel.com/publications/2190
interconnection_net_costs_present,139550090.5,From NvdT 2017; CE Delft; https://refman.energytransitionmodel.com/publications/2190
interconnector_capacity,5850,Dutch value as placeholder
offshore_net_costs_present,26607183.6,From NvdT 2017; CE Delft; https://refman.energytransitionmodel.com/publications/2190
annual_infrastructure_cost_gas,1452000000,NL 2011 value
heat_share_of_apartments_with_block_heating,0.154,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_length_of_distribution_pipelines_in_meter_per_residence_object_first_bracket,3.2,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_length_of_distribution_pipelines_in_meter_per_residence_object_second_bracket,4.6,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_length_of_distribution_pipelines_in_meter_per_residence_object_third_bracket,5.8,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_length_of_distribution_pipelines_in_meter_per_residence_object_fourth_bracket,7,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_length_of_distribution_pipelines_in_meter_per_residence_object_fifth_bracket,10,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_length_of_connection_pipelines_in_meter_per_residence_first_bracket,1.7,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_length_of_connection_pipelines_in_meter_per_residence_second_bracket,3.5,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_length_of_connection_pipelines_in_meter_per_residence_third_bracket,5,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_length_of_connection_pipelines_in_meter_per_residence_fourth_bracket,6.3,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_length_of_connection_pipelines_in_meter_per_residence_fifth_bracket,8.9,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_infrastructure_households_lt_indoor_investment_costs_apartments_without_block_heating_eur,7372,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_infrastructure_households_mt_indoor_investment_costs_apartments_without_block_heating_eur,7372,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_infrastructure_households_ht_indoor_investment_costs_apartments_without_block_heating_eur,7372,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_infrastructure_households_lt_indoor_investment_costs_apartments_with_block_heating_eur,4069,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_infrastructure_households_mt_indoor_investment_costs_apartments_with_block_heating_eur,4069,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_infrastructure_households_ht_indoor_investment_costs_apartments_with_block_heating_eur,4069,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_infrastructure_households_lt_indoor_investment_costs_ground_level_houses_eur,10080,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_infrastructure_households_mt_indoor_investment_costs_ground_level_houses_eur,10080,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_infrastructure_households_ht_indoor_investment_costs_ground_level_houses_eur,10080,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_buildings_indoor_investment_costs_eur_per_kw,152,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_buildings_indoor_investment_costs_eur_per_connection,7563,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_exchanger_station_investment_costs_eur_per_kw,133,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_lt_sub_station_investment_costs_eur_per_kw,100,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_mt_sub_station_investment_costs_eur_per_kw,50,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_ht_sub_station_investment_costs_eur_per_kw,50,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_lt_distribution_pipelines_investment_costs_eur_per_meter,2046,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_mt_distribution_pipelines_investment_costs_eur_per_meter,1818,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_ht_distribution_pipelines_investment_costs_eur_per_meter,1416,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_lt_primary_pipelines_investment_costs_per_kw,245,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_mt_primary_pipelines_investment_costs_per_kw,245,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_ht_primary_pipelines_investment_costs_per_kw,216,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_yearly_indoor_infrastructure_maintenance_costs_factor,0.025,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
heat_yearly_outdoor_infrastructure_maintenance_costs_factor,0.018,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
households_lt_heat_delivery_system_costs_apartments_eur_per_connection,2382,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
households_mt_heat_delivery_system_costs_apartments_eur_per_connection,1174,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
households_ht_heat_delivery_system_costs_apartments_eur_per_connection,1174,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
households_lt_heat_delivery_system_costs_ground_level_houses_eur_per_connection,4144,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
households_mt_heat_delivery_system_costs_ground_level_houses_eur_per_connection,2054,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
households_ht_heat_delivery_system_costs_ground_level_houses_eur_per_connection,2054,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
buildings_lt_heat_delivery_system_costs_eur_per_connection,25386,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
buildings_mt_heat_delivery_system_costs_eur_per_connection,16706,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
buildings_ht_heat_delivery_system_costs_eur_per_connection,16706,See source_analyses/general/11_area/heat_infrastructure_and_delivery_system_source_analysis.xlsx
number_of_cars,9067393,Eurostat; see 11_area_source_analysis_2023.xlsx
number_of_busses,8675,Eurostat; see 11_area_source_analysis_2023.xlsx
number_of_trucks,61521,Eurostat; see 11_area_source_analysis_2023.xlsx
number_of_vans,1006477,Eurostat; see 11_area_source_analysis_2023.xlsx
electric_vehicle_profile_1_share,0.24,Profile distribution from Elaad (2023); https://refman.energytransitionmodel.com/publications/2200
electric_vehicle_profile_2_share,0.56,Profile distribution from Elaad (2023); https://refman.energytransitionmodel.com/publications/2201
electric_vehicle_profile_3_share,0.08,Profile distribution from Elaad (2023); https://refman.energytransitionmodel.com/publications/2202
electric_vehicle_profile_4_share,0.12,Profile distribution from Elaad (2023); https://refman.energytransitionmodel.com/publications/2203
electric_vehicle_profile_5_share,0,Custom profile; default 0.0
