key,value,comment
buildings_final_demand_for_lighting_electricity_buildings_lighting_standard_fluorescent_electricity_parent_share,0.94,Based on EU dataset derived from the annual POTEnCIA reports on country energy consumption; author: Joint Research Center (JRC); year: 2019
buildings_final_demand_for_space_heating_electricity_buildings_space_heater_collective_heatpump_water_water_ts_electricity_parent_share,0.157630505,Based on EU dataset derived from the annual POTEnCIA reports on country energy consumption; author: Joint Research Center (JRC); year: 2019
buildings_final_demand_for_space_heating_electricity_buildings_space_heater_electricity_parent_share,0.68473899,Based on EU dataset derived from the annual POTEnCIA reports on country energy consumption; author: Joint Research Center (JRC); year: 2019
buildings_final_demand_for_space_heating_electricity_buildings_space_heater_heatpump_air_water_electricity_parent_share,0.157630505,Based on EU dataset derived from the annual POTEnCIA reports on country energy consumption; author: Joint Research Center (JRC); year: 2019
buildings_final_demand_for_space_heating_electricity_buildings_space_heater_hybrid_heatpump_air_water_electricity_parent_share,0,Based on EU dataset derived from the annual POTEnCIA reports on country energy consumption; author: Joint Research Center (JRC); year: 2019
buildings_final_demand_for_space_heating_network_gas_buildings_space_heater_heatpump_air_water_network_gas_parent_share,0.008461598,Based on EU dataset derived from the annual POTEnCIA reports on country energy consumption; author: Joint Research Center (JRC); year: 2019
buildings_final_demand_for_space_heating_network_gas_buildings_space_heater_hybrid_heatpump_air_water_electricity_parent_share,0,Based on EU dataset derived from the annual POTEnCIA reports on country energy consumption; author: Joint Research Center (JRC); year: 2019
buildings_final_demand_for_space_heating_network_gas_buildings_space_heater_network_gas_parent_share,0.991538402,Based on EU dataset derived from the annual POTEnCIA reports on country energy consumption; author: Joint Research Center (JRC); year: 2019
buildings_final_demand_network_gas_buildings_final_demand_for_appliances_network_gas_parent_share,0.149961104,Based on EU dataset derived from the annual POTEnCIA reports on country energy consumption; author: Joint Research Center (JRC); year: 2019
buildings_final_demand_network_gas_buildings_final_demand_for_cooling_network_gas_parent_share,0.003307154,Based on EU dataset derived from the annual POTEnCIA reports on country energy consumption; author: Joint Research Center (JRC); year: 2019
buildings_final_demand_network_gas_buildings_final_demand_for_space_heating_network_gas_parent_share,0.846731742,Based on EU dataset derived from the annual POTEnCIA reports on country energy consumption; author: Joint Research Center (JRC); year: 2019
buildings_final_demand_wood_pellets_buildings_final_demand_for_appliances_wood_pellets_parent_share,0.028274435,Based on EU dataset derived from the annual POTEnCIA reports on country energy consumption; author: Joint Research Center (JRC); year: 2019
buildings_final_demand_wood_pellets_buildings_final_demand_for_space_heating_wood_pellets_parent_share,0.971725565,Based on EU dataset derived from the annual POTEnCIA reports on country energy consumption; author: Joint Research Center (JRC); year: 2019
present_number_of_buildings,875502.79,"Derived from EU dataset of Hotmaps project (2018) and scaled with number of inhabitants, overview of building age and energy demand of all EU countries, see https://gitlab.com/hotmaps/building-stock/-/blob/master/README.md?ref_type=heads"
