key,value,comment
input_industry_other_electricity_demand,1118,See etdataset-public/source_analyses/gm0114_emmen/2019/source_analysis_industry.xlsx
input_industry_other_network_gas_demand,3238,See etdataset-public/source_analyses/gm0114_emmen/2019/source_analysis_industry.xlsx
input_industry_other_network_gas_non_energetic_demand,,
input_industry_other_steam_hot_water_demand,,
input_industry_other_wood_pellets_demand,,
input_industry_other_wood_pellets_non_energetic_demand,,
industry_final_demand_for_other_paper_electricity_industry_other_paper_heater_electricity_parent_share,,
industry_final_demand_for_other_paper_electricity_industry_useful_demand_for_other_paper_electricity_parent_share,,
input_industry_paper_coal_demand,,
input_industry_paper_crude_oil_demand,,
input_industry_paper_electricity_demand,,
input_industry_paper_network_gas_demand,,
input_industry_paper_steam_hot_water_demand,,
input_industry_paper_wood_pellets_demand,,
energy_distribution_crude_oil_loss_demand,,
industry_useful_demand_for_chemical_refineries_crude_oil_non_energetic_demand,,
input_industry_chemical_refineries_coal_demand,,
input_industry_chemical_refineries_coal_non_energetic_demand,,
input_industry_chemical_refineries_crude_oil_demand,,
input_industry_chemical_refineries_electricity_demand,,
input_industry_chemical_refineries_network_gas_demand,,
input_industry_chemical_refineries_network_gas_non_energetic_demand,,
input_industry_chemical_refineries_steam_hot_water_demand,,
input_industry_chemical_refineries_wood_pellets_demand,,
input_industry_chemical_refineries_wood_pellets_non_energetic_demand,,
input_industry_refinery_transformation_crude_oil_diesel_demand,,
input_industry_refinery_transformation_crude_oil_gasoline_demand,,
input_industry_refinery_transformation_crude_oil_heavy_fuel_oil_demand,,
input_industry_refinery_transformation_crude_oil_kerosene_demand,,
input_industry_refinery_transformation_crude_oil_lpg_demand,,
input_industry_refinery_transformation_crude_oil_other_oil_demand,,
input_industry_refinery_transformation_crude_oil_refinery_gas_demand,,
industry_final_demand_for_metal_steel_coal_industry_steel_blastfurnace_bof_parent_share,,
industry_final_demand_for_metal_steel_coal_industry_steel_scrap_hbi_eaf_parent_share,,
industry_final_demand_for_metal_steel_cokes_industry_steel_blastfurnace_bof_parent_share,,
industry_final_demand_for_metal_steel_cokes_industry_steel_scrap_hbi_eaf_parent_share,,
industry_final_demand_for_metal_steel_crude_oil_industry_steel_blastfurnace_bof_parent_share,,
industry_final_demand_for_metal_steel_crude_oil_industry_steel_scrap_hbi_eaf_parent_share,,
industry_final_demand_for_metal_steel_electricity_industry_steel_blastfurnace_bof_parent_share,,
industry_final_demand_for_metal_steel_electricity_industry_steel_scrap_hbi_eaf_parent_share,,
industry_final_demand_for_metal_steel_network_gas_industry_steel_blastfurnace_bof_parent_share,,
industry_final_demand_for_metal_steel_network_gas_industry_steel_scrap_hbi_eaf_parent_share,,
industry_final_demand_for_metal_steel_steam_hot_water_industry_steel_blastfurnace_bof_parent_share,,
industry_final_demand_for_metal_steel_steam_hot_water_industry_steel_scrap_hbi_eaf_parent_share,,
industry_final_demand_for_metal_steel_wood_pellets_industry_steel_blastfurnace_bof_parent_share,,
industry_final_demand_for_metal_steel_wood_pellets_industry_steel_scrap_hbi_eaf_parent_share,,
input_energy_blastfurnace_transformation_coal_gas_output_conversion,,
input_energy_blastfurnace_transformation_coal_input_demand,,
input_energy_blastfurnace_transformation_cokes_input_demand,,
input_energy_blastfurnace_transformation_loss_output_conversion,,
input_energy_chp_coal_gas_coal_gas_input_demand,,
input_energy_chp_coal_gas_electricity_output_conversion,,
input_energy_chp_coal_gas_loss_output_conversion,,
input_energy_chp_coal_gas_steam_hot_water_output_conversion,,
input_energy_cokesoven_transformation_coal_gas_output_conversion,,
input_energy_cokesoven_transformation_coal_input_demand,,
input_energy_cokesoven_transformation_cokes_output_conversion,,
input_energy_cokesoven_transformation_loss_output_conversion,,
input_energy_power_combined_cycle_coal_gas_coal_gas_input_demand,,
input_energy_power_combined_cycle_coal_gas_electricity_output_conversion,,
input_energy_power_combined_cycle_coal_gas_loss_output_conversion,,
input_industry_metal_steel_coal_demand,,
input_industry_metal_steel_coal_gas_demand,,
input_industry_metal_steel_cokes_demand,,
input_industry_metal_steel_crude_oil_demand,,
input_industry_metal_steel_electricity_demand,,
input_industry_metal_steel_network_gas_demand,,
input_industry_metal_steel_production,,
input_industry_metal_steel_steam_hot_water_demand,,
input_industry_metal_steel_wood_pellets_demand,,
input_industry_steel_blastfurnace_bof_share,,
input_industry_steel_scrap_hbi_eaf_share,,
input_industry_chp_turbine_gas_power_fuelmix_steam_hot_water_output_conversion,68.037058,See etdataset-public/source_analyses/gm0114_emmen/2019/source_analysis_industry.xlsx
input_industry_chp_turbine_gas_power_fuelmix_electricity_output_conversion,28.95194,See etdataset-public/source_analyses/gm0114_emmen/2019/source_analysis_industry.xlsx
