E2F86B7261C10873865CEC2FEFD2F3E0,,Versienr,I_1.02
27-02-2023 05:30,27-02-2023 05:15,27-02-2023 05:30,0.00000000
27-02-2023 05:45,27-02-2023 05:30,27-02-2023 05:45,0.00000000
27-02-2023 06:00,27-02-2023 05:45,27-02-2023 06:00,0.00000000
27-02-2023 06:15,27-02-2023 06:00,27-02-2023 06:15,0.00000000
27-02-2023 06:30,27-02-2023 06:15,27-02-2023 06:30,0.00000000
27-02-2023 06:45,27-02-2023 06:30,27-02-2023 06:45,0.00000000
27-02-2023 07:00,27-02-2023 06:45,27-02-2023 07:00,0.00000000
27-02-2023 07:15,27-02-2023 07:00,27-02-2023 07:15,0.00000000
27-02-2023 07:30,27-02-2023 07:15,27-02-2023 07:30,0.00000000
27-02-2023 07:45,27-02-2023 07:30,27-02-2023 07:45,0.00000000
27-02-2023 08:00,27-02-2023 07:45,27-02-2023 08:00,0.00000000
27-02-2023 08:15,27-02-2023 08:00,27-02-2023 08:15,0.00000000
27-02-2023 08:30,27-02-2023 08:15,27-02-2023 08:30,0.00000000
27-02-2023 08:45,27-02-2023 08:30,27-02-2023 08:45,0.00000000
27-02-2023 09:00,27-02-2023 08:45,27-02-2023 09:00,0.00000000
27-02-2023 09:15,27-02-2023 09:00,27-02-2023 09:15,0.00000002
27-02-2023 09:30,27-02-2023 09:15,27-02-2023 09:30,0.00000032
27-02-2023 09:45,27-02-2023 09:30,27-02-2023 09:45,0.00000178
27-02-2023 10:00,27-02-2023 09:45,27-02-2023 10:00,0.00000562
27-02-2023 10:15,27-02-2023 10:00,27-02-2023 10:15,0.00001098
27-02-2023 10:30,27-02-2023 10:15,27-02-2023 10:30,0.00001736
27-02-2023 10:45,27-02-2023 10:30,27-02-2023 10:45,0.00002354
27-02-2023 11:00,27-02-2023 10:45,27-02-2023 11:00,0.00003037
27-02-2023 11:15,27-02-2023 11:00,27-02-2023 11:15,0.00003681
27-02-2023 11:30,27-02-2023 11:15,27-02-2023 11:30,0.00004302
27-02-2023 11:45,27-02-2023 11:30,27-02-2023 11:45,0.00004777
27-02-2023 12:00,27-02-2023 11:45,27-02-2023 12:00,0.00005193
27-02-2023 12:15,27-02-2023 12:00,27-02-2023 12:15,0.00005543
27-02-2023 12:30,27-02-2023 12:15,27-02-2023 12:30,0.00005905
27-02-2023 12:45,27-02-2023 12:30,27-02-2023 12:45,0.00006224
27-02-2023 13:00,27-02-2023 12:45,27-02-2023 13:00,0.00006423
27-02-2023 13:15,27-02-2023 13:00,27-02-2023 13:15,0.00006490
27-02-2023 13:30,27-02-2023 13:15,27-02-2023 13:30,0.00006467
27-02-2023 13:45,27-02-2023 13:30,27-02-2023 13:45,0.00006303
27-02-2023 14:00,27-02-2023 13:45,27-02-2023 14:00,0.00006055
27-02-2023 14:15,27-02-2023 14:00,27-02-2023 14:15,0.00005635
27-02-2023 14:30,27-02-2023 14:15,27-02-2023 14:30,0.00005063
27-02-2023 14:45,27-02-2023 14:30,27-02-2023 14:45,0.00004326
27-02-2023 15:00,27-02-2023 14:45,27-02-2023 15:00,0.00003553
27-02-2023 15:15,27-02-2023 15:00,27-02-2023 15:15,0.00002829
27-02-2023 15:30,27-02-2023 15:15,27-02-2023 15:30,0.00002120
27-02-2023 15:45,27-02-2023 15:30,27-02-2023 15:45,0.00001366
27-02-2023 16:00,27-02-2023 15:45,27-02-2023 16:00,0.00000687
27-02-2023 16:15,27-02-2023 16:00,27-02-2023 16:15,0.00000233
27-02-2023 16:30,27-02-2023 16:15,27-02-2023 16:30,0.00000041
27-02-2023 16:45,27-02-2023 16:30,27-02-2023 16:45,0.00000005
27-02-2023 17:00,27-02-2023 16:45,27-02-2023 17:00,0.00000000
27-02-2023 17:15,27-02-2023 17:00,27-02-2023 17:15,0.00000000
27-02-2023 17:30,27-02-2023 17:15,27-02-2023 17:30,0.00000000
27-02-2023 17:45,27-02-2023 17:30,27-02-2023 17:45,0.00000000
27-02-2023 18:00,27-02-2023 17:45,27-02-2023 18:00,0.00000000
27-02-2023 18:15,27-02-2023 18:00,27-02-2023 18:15,0.00000000
27-02-2023 18:30,27-02-2023 18:15,27-02-2023 18:30,0.00000000
27-02-2023 18:45,27-02-2023 18:30,27-02-2023 18:45,0.00000000
27-02-2023 19:00,27-02-2023 18:45,27-02-2023 19:00,0.00000000
27-02-2023 19:15,27-02-2023 19:00,27-02-2023 19:15,0.00000000
27-02-2023 19:30,27-02-2023 19:15,27-02-2023 19:30,0.00000000
27-02-2023 19:45,27-02-2023 19:30,27-02-2023 19:45,0.00000000
27-02-2023 20:00,27-02-2023 19:45,27-02-2023 20:00,0.00000000
27-02-2023 20:15,27-02-2023 20:00,27-02-2023 20:15,0.00000000
27-02-2023 20:30,27-02-2023 20:15,27-02-2023 20:30,0.00000000
27-02-2023 20:45,27-02-2023 20:30,27-02-2023 20:45,0.00000000
27-02-2023 21:00,27-02-2023 20:45,27-02-2023 21:00,0.00000000
27-02-2023 21:15,27-02-2023 21:00,27-02-2023 21:15,0.00000000
27-02-2023 21:30,27-02-2023 21:15,27-02-2023 21:30,0.00000000
27-02-2023 21:45,27-02-2023 21:30,27-02-2023 21:45,0.00000000
27-02-2023 22:00,27-02-2023 21:45,27-02-2023 22:00,0.00000000
27-02-2023 22:15,27-02-2023 22:00,27-02-2023 22:15,0.00000000
27-02-2023 22:30,27-02-2023 22:15,27-02-2023 22:30,0.00000000
27-02-2023 22:45,27-02-2023 22:30,27-02-2023 22:45,0.00000000
27-02-2023 23:00,27-02-2023 22:45,27-02-2023 23:00,0.00000000
27-02-2023 23:15,27-02-2023 23:00,27-02-2023 23:15,0.00000000
27-02-2023 23:30,27-02-2023 23:15,27-02-2023 23:30,0.00000000
27-02-2023 23:45,27-02-2023 23:30,27-02-2023 23:45,0.00000000
28-02-2023 00:00,27-02-2023 23:45,28-02-2023 00:00,0.00000000
28-02-2023 00:15,28-02-2023 00:00,28-02-2023 00:15,0.00000000
28-02-2023 00:30,28-02-2023 00:15,28-02-2023 00:30,0.00000000
28-02-2023 00:45,28-02-2023 00:30,28-02-2023 00:45,0.00000000
28-02-2023 01:00,28-02-2023 00:45,28-02-2023 01:00,0.00000000
28-02-2023 01:15,28-02-2023 01:00,28-02-2023 01:15,0.00000000
28-02-2023 01:30,28-02-2023 01:15,28-02-2023 01:30,0.00000000
28-02-2023 01:45,28-02-2023 01:30,28-02-2023 01:45,0.00000000
28-02-2023 02:00,28-02-2023 01:45,28-02-2023 02:00,0.00000000
28-02-2023 02:15,28-02-2023 02:00,28-02-2023 02:15,0.00000000
28-02-2023 02:30,28-02-2023 02:15,28-02-2023 02:30,0.00000000
28-02-2023 02:45,28-02-2023 02:30,28-02-2023 02:45,0.00000000
28-02-2023 03:00,28-02-2023 02:45,28-02-2023 03:00,0.00000000
28-02-2023 03:15,28-02-2023 03:00,28-02-2023 03:15,0.00000000
28-02-2023 03:30,28-02-2023 03:15,28-02-2023 03:30,0.00000000
28-02-2023 03:45,28-02-2023 03:30,28-02-2023 03:45,0.00000000
28-02-2023 04:00,28-02-2023 03:45,28-02-2023 04:00,0.00000000
28-02-2023 04:15,28-02-2023 04:00,28-02-2023 04:15,0.00000000
28-02-2023 04:30,28-02-2023 04:15,28-02-2023 04:30,0.00000000
28-02-2023 04:45,28-02-2023 04:30,28-02-2023 04:45,0.00000000
28-02-2023 05:00,28-02-2023 04:45,28-02-2023 05:00,0.00000000
28-02-2023 05:15,28-02-2023 05:00,28-02-2023 05:15,0.00000000
28-02-2023 05:30,28-02-2023 05:15,28-02-2023 05:30,0.00000000
28-02-2023 05:45,28-02-2023 05:30,28-02-2023 05:45,0.00000000
28-02-2023 06:00,28-02-2023 05:45,28-02-2023 06:00,0.00000000
28-02-2023 06:15,28-02-2023 06:00,28-02-2023 06:15,0.00000000
28-02-2023 06:30,28-02-2023 06:15,28-02-2023 06:30,0.00000000
28-02-2023 06:45,28-02-2023 06:30,28-02-2023 06:45,0.00000000
28-02-2023 07:00,28-02-2023 06:45,28-02-2023 07:00,0.00000000
28-02-2023 07:15,28-02-2023 07:00,28-02-2023 07:15,0.00000000
28-02-2023 07:30,28-02-2023 07:15,28-02-2023 07:30,0.00000000
28-02-2023 07:45,28-02-2023 07:30,28-02-2023 07:45,0.00000000
28-02-2023 08:00,28-02-2023 07:45,28-02-2023 08:00,0.00000000
28-02-2023 08:15,28-02-2023 08:00,28-02-2023 08:15,0.00000000
28-02-2023 08:30,28-02-2023 08:15,28-02-2023 08:30,0.00000000
28-02-2023 08:45,28-02-2023 08:30,28-02-2023 08:45,0.00000000
28-02-2023 09:00,28-02-2023 08:45,28-02-2023 09:00,0.00000000
28-02-2023 09:15,28-02-2023 09:00,28-02-2023 09:15,0.00000008
28-02-2023 09:30,28-02-2023 09:15,28-02-2023 09:30,0.00000082
28-02-2023 09:45,28-02-2023 09:30,28-02-2023 09:45,0.00000340
28-02-2023 10:00,28-02-2023 09:45,28-02-2023 10:00,0.00000833
28-02-2023 10:15,28-02-2023 10:00,28-02-2023 10:15,0.00001486
28-02-2023 10:30,28-02-2023 10:15,28-02-2023 10:30,0.00002239
28-02-2023 10:45,28-02-2023 10:30,28-02-2023 10:45,0.00003044
28-02-2023 11:00,28-02-2023 10:45,28-02-2023 11:00,0.00003919
28-02-2023 11:15,28-02-2023 11:00,28-02-2023 11:15,0.00004730
28-02-2023 11:30,28-02-2023 11:15,28-02-2023 11:30,0.00005425
28-02-2023 11:45,28-02-2023 11:30,28-02-2023 11:45,0.00005887
28-02-2023 12:00,28-02-2023 11:45,28-02-2023 12:00,0.00006333
28-02-2023 12:15,28-02-2023 12:00,28-02-2023 12:15,0.00006695
28-02-2023 12:30,28-02-2023 12:15,28-02-2023 12:30,0.00007082
28-02-2023 12:45,28-02-2023 12:30,28-02-2023 12:45,0.00007317
28-02-2023 13:00,28-02-2023 12:45,28-02-2023 13:00,0.00007477
28-02-2023 13:15,28-02-2023 13:00,28-02-2023 13:15,0.00007525
28-02-2023 13:30,28-02-2023 13:15,28-02-2023 13:30,0.00007443
28-02-2023 13:45,28-02-2023 13:30,28-02-2023 13:45,0.00007188
28-02-2023 14:00,28-02-2023 13:45,28-02-2023 14:00,0.00006853
28-02-2023 14:15,28-02-2023 14:00,28-02-2023 14:15,0.00006374
28-02-2023 14:30,28-02-2023 14:15,28-02-2023 14:30,0.00005809
28-02-2023 14:45,28-02-2023 14:30,28-02-2023 14:45,0.00005103
28-02-2023 15:00,28-02-2023 14:45,28-02-2023 15:00,0.00004369
28-02-2023 15:15,28-02-2023 15:00,28-02-2023 15:15,0.00003606
28-02-2023 15:30,28-02-2023 15:15,28-02-2023 15:30,0.00002806
28-02-2023 15:45,28-02-2023 15:30,28-02-2023 15:45,0.00001963
28-02-2023 16:00,28-02-2023 15:45,28-02-2023 16:00,0.00001168
28-02-2023 16:15,28-02-2023 16:00,28-02-2023 16:15,0.00000518
28-02-2023 16:30,28-02-2023 16:15,28-02-2023 16:30,0.00000154
28-02-2023 16:45,28-02-2023 16:30,28-02-2023 16:45,0.00000010
28-02-2023 17:00,28-02-2023 16:45,28-02-2023 17:00,0.00000000
28-02-2023 17:15,28-02-2023 17:00,28-02-2023 17:15,0.00000000
28-02-2023 17:30,28-02-2023 17:15,28-02-2023 17:30,0.00000000
28-02-2023 17:45,28-02-2023 17:30,28-02-2023 17:45,0.00000000
28-02-2023 18:00,28-02-2023 17:45,28-02-2023 18:00,0.00000000
28-02-2023 18:15,28-02-2023 18:00,28-02-2023 18:15,0.00000000
28-02-2023 18:30,28-02-2023 18:15,28-02-2023 18:30,0.00000000
28-02-2023 18:45,28-02-2023 18:30,28-02-2023 18:45,0.00000000
28-02-2023 19:00,28-02-2023 18:45,28-02-2023 19:00,0.00000000
28-02-2023 19:15,28-02-2023 19:00,28-02-2023 19:15,0.00000000
28-02-2023 19:30,28-02-2023 19:15,28-02-2023 19:30,0.00000000
28-02-2023 19:45,28-02-2023 19:30,28-02-2023 19:45,0.00000000
28-02-2023 20:00,28-02-2023 19:45,28-02-2023 20:00,0.00000000
28-02-2023 20:15,28-02-2023 20:00,28-02-2023 20:15,0.00000000
28-02-2023 20:30,28-02-2023 20:15,28-02-2023 20:30,0.00000000
28-02-2023 20:45,28-02-2023 20:30,28-02-2023 20:45,0.00000000
28-02-2023 21:00,28-02-2023 20:45,28-02-2023 21:00,0.00000000
28-02-2023 21:15,28-02-2023 21:00,28-02-2023 21:15,0.00000000
28-02-2023 21:30,28-02-2023 21:15,28-02-2023 21:30,0.00000000
28-02-2023 21:45,28-02-2023 21:30,28-02-2023 21:45,0.00000000
28-02-2023 22:00,28-02-2023 21:45,28-02-2023 22:00,0.00000000
28-02-2023 22:15,28-02-2023 22:00,28-02-2023 22:15,0.00000000
28-02-2023 22:30,28-02-2023 22:15,28-02-2023 22:30,0.00000000
28-02-2023 22:45,28-02-2023 22:30,28-02-2023 22:45,0.00000000
28-02-2023 23:00,28-02-2023 22:45,28-02-2023 23:00,0.00000000
28-02-2023 23:15,28-02-2023 23:00,28-02-2023 23:15,0.00000000
28-02-2023 23:30,28-02-2023 23:15,28-02-2023 23:30,0.00000000
28-02-2023 23:45,28-02-2023 23:30,28-02-2023 23:45,0.00000000
01-03-2023 00:00,28-02-2023 23:45,01-03-2023 00:00,0.00000000
01-03-2023 00:15,01-03-2023 00:00,01-03-2023 00:15,0.00000000
01-03-2023 00:30,01-03-2023 00:15,01-03-2023 00:30,0.00000000
01-03-2023 00:45,01-03-2023 00:30,01-03-2023 00:45,0.00000000
01-03-2023 01:00,01-03-2023 00:45,01-03-2023 01:00,0.00000000
01-03-2023 01:15,01-03-2023 01:00,01-03-2023 01:15,0.00000000
01-03-2023 01:30,01-03-2023 01:15,01-03-2023 01:30,0.00000000
01-03-2023 01:45,01-03-2023 01:30,01-03-2023 01:45,0.00000000
01-03-2023 02:00,01-03-2023 01:45,01-03-2023 02:00,0.00000000
01-03-2023 02:15,01-03-2023 02:00,01-03-2023 02:15,0.00000000
01-03-2023 02:30,01-03-2023 02:15,01-03-2023 02:30,0.00000000
01-03-2023 02:45,01-03-2023 02:30,01-03-2023 02:45,0.00000000
01-03-2023 03:00,01-03-2023 02:45,01-03-2023 03:00,0.00000000
01-03-2023 03:15,01-03-2023 03:00,01-03-2023 03:15,0.00000000
01-03-2023 03:30,01-03-2023 03:15,01-03-2023 03:30,0.00000000
01-03-2023 03:45,01-03-2023 03:30,01-03-2023 03:45,0.00000000
01-03-2023 04:00,01-03-2023 03:45,01-03-2023 04:00,0.00000000
01-03-2023 04:15,01-03-2023 04:00,01-03-2023 04:15,0.00000000
01-03-2023 04:30,01-03-2023 04:15,01-03-2023 04:30,0.00000000
01-03-2023 04:45,01-03-2023 04:30,01-03-2023 04:45,0.00000000
01-03-2023 05:00,01-03-2023 04:45,01-03-2023 05:00,0.00000000
01-03-2023 05:15,01-03-2023 05:00,01-03-2023 05:15,0.00000000
01-03-2023 05:30,01-03-2023 05:15,01-03-2023 05:30,0.00000000
01-03-2023 05:45,01-03-2023 05:30,01-03-2023 05:45,0.00000000
01-03-2023 06:00,01-03-2023 05:45,01-03-2023 06:00,0.00000000
01-03-2023 06:15,01-03-2023 06:00,01-03-2023 06:15,0.00000000
01-03-2023 06:30,01-03-2023 06:15,01-03-2023 06:30,0.00000000
01-03-2023 06:45,01-03-2023 06:30,01-03-2023 06:45,0.00000000
01-03-2023 07:00,01-03-2023 06:45,01-03-2023 07:00,0.00000000
01-03-2023 07:15,01-03-2023 07:00,01-03-2023 07:15,0.00000000
01-03-2023 07:30,01-03-2023 07:15,01-03-2023 07:30,0.00000000
01-03-2023 07:45,01-03-2023 07:30,01-03-2023 07:45,0.00000000
01-03-2023 08:00,01-03-2023 07:45,01-03-2023 08:00,0.00000000
01-03-2023 08:15,01-03-2023 08:00,01-03-2023 08:15,0.00000000
01-03-2023 08:30,01-03-2023 08:15,01-03-2023 08:30,0.00000000
01-03-2023 08:45,01-03-2023 08:30,01-03-2023 08:45,0.00000000
01-03-2023 09:00,01-03-2023 08:45,01-03-2023 09:00,0.00000000
01-03-2023 09:15,01-03-2023 09:00,01-03-2023 09:15,0.00000003
01-03-2023 09:30,01-03-2023 09:15,01-03-2023 09:30,0.00000084
01-03-2023 09:45,01-03-2023 09:30,01-03-2023 09:45,0.00000282
01-03-2023 10:00,01-03-2023 09:45,01-03-2023 10:00,0.00000728
01-03-2023 10:15,01-03-2023 10:00,01-03-2023 10:15,0.00001289
01-03-2023 10:30,01-03-2023 10:15,01-03-2023 10:30,0.00002032
01-03-2023 10:45,01-03-2023 10:30,01-03-2023 10:45,0.00002827
01-03-2023 11:00,01-03-2023 10:45,01-03-2023 11:00,0.00003739
01-03-2023 11:15,01-03-2023 11:00,01-03-2023 11:15,0.00004549
01-03-2023 11:30,01-03-2023 11:15,01-03-2023 11:30,0.00005207
01-03-2023 11:45,01-03-2023 11:30,01-03-2023 11:45,0.00005641
01-03-2023 12:00,01-03-2023 11:45,01-03-2023 12:00,0.00006040
01-03-2023 12:15,01-03-2023 12:00,01-03-2023 12:15,0.00006383
01-03-2023 12:30,01-03-2023 12:15,01-03-2023 12:30,0.00006755
01-03-2023 12:45,01-03-2023 12:30,01-03-2023 12:45,0.00006959
01-03-2023 13:00,01-03-2023 12:45,01-03-2023 13:00,0.00007141
01-03-2023 13:15,01-03-2023 13:00,01-03-2023 13:15,0.00007130
01-03-2023 13:30,01-03-2023 13:15,01-03-2023 13:30,0.00007047
01-03-2023 13:45,01-03-2023 13:30,01-03-2023 13:45,0.00006752
01-03-2023 14:00,01-03-2023 13:45,01-03-2023 14:00,0.00006502
01-03-2023 14:15,01-03-2023 14:00,01-03-2023 14:15,0.00006101
01-03-2023 14:30,01-03-2023 14:15,01-03-2023 14:30,0.00005635
01-03-2023 14:45,01-03-2023 14:30,01-03-2023 14:45,0.00004943
01-03-2023 15:00,01-03-2023 14:45,01-03-2023 15:00,0.00004293
01-03-2023 15:15,01-03-2023 15:00,01-03-2023 15:15,0.00003524
01-03-2023 15:30,01-03-2023 15:15,01-03-2023 15:30,0.00002733
01-03-2023 15:45,01-03-2023 15:30,01-03-2023 15:45,0.00001887
01-03-2023 16:00,01-03-2023 15:45,01-03-2023 16:00,0.00001120
01-03-2023 16:15,01-03-2023 16:00,01-03-2023 16:15,0.00000511
01-03-2023 16:30,01-03-2023 16:15,01-03-2023 16:30,0.00000137
01-03-2023 16:45,01-03-2023 16:30,01-03-2023 16:45,0.00000008
01-03-2023 17:00,01-03-2023 16:45,01-03-2023 17:00,0.00000000
01-03-2023 17:15,01-03-2023 17:00,01-03-2023 17:15,0.00000000
01-03-2023 17:30,01-03-2023 17:15,01-03-2023 17:30,0.00000000
01-03-2023 17:45,01-03-2023 17:30,01-03-2023 17:45,0.00000000
01-03-2023 18:00,01-03-2023 17:45,01-03-2023 18:00,0.00000000
01-03-2023 18:15,01-03-2023 18:00,01-03-2023 18:15,0.00000000
01-03-2023 18:30,01-03-2023 18:15,01-03-2023 18:30,0.00000000
01-03-2023 18:45,01-03-2023 18:30,01-03-2023 18:45,0.00000000
01-03-2023 19:00,01-03-2023 18:45,01-03-2023 19:00,0.00000000
01-03-2023 19:15,01-03-2023 19:00,01-03-2023 19:15,0.00000000
01-03-2023 19:30,01-03-2023 19:15,01-03-2023 19:30,0.00000000
01-03-2023 19:45,01-03-2023 19:30,01-03-2023 19:45,0.00000000
01-03-2023 20:00,01-03-2023 19:45,01-03-2023 20:00,0.00000000
01-03-2023 20:15,01-03-2023 20:00,01-03-2023 20:15,0.00000000
01-03-2023 20:30,01-03-2023 20:15,01-03-2023 20:30,0.00000000
01-03-2023 20:45,01-03-2023 20:30,01-03-2023 20:45,0.00000000
01-03-2023 21:00,01-03-2023 20:45,01-03-2023 21:00,0.00000000
01-03-2023 21:15,01-03-2023 21:00,01-03-2023 21:15,0.00000000
01-03-2023 21:30,01-03-2023 21:15,01-03-2023 21:30,0.00000000
01-03-2023 21:45,01-03-2023 21:30,01-03-2023 21:45,0.00000000
01-03-2023 22:00,01-03-2023 21:45,01-03-2023 22:00,0.00000000
01-03-2023 22:15,01-03-2023 22:00,01-03-2023 22:15,0.00000000
01-03-2023 22:30,01-03-2023 22:15,01-03-2023 22:30,0.00000000
01-03-2023 22:45,01-03-2023 22:30,01-03-2023 22:45,0.00000000
01-03-2023 23:00,01-03-2023 22:45,01-03-2023 23:00,0.00000000
01-03-2023 23:15,01-03-2023 23:00,01-03-2023 23:15,0.00000000
01-03-2023 23:30,01-03-2023 23:15,01-03-2023 23:30,0.00000000
01-03-2023 23:45,01-03-2023 23:30,01-03-2023 23:45,0.00000000
02-03-2023 00:00,01-03-2023 23:45,02-03-2023 00:00,0.00000000
02-03-2023 00:15,02-03-2023 00:00,02-03-2023 00:15,0.00000000
02-03-2023 00:30,02-03-2023 00:15,02-03-2023 00:30,0.00000000
02-03-2023 00:45,02-03-2023 00:30,02-03-2023 00:45,0.00000000
02-03-2023 01:00,02-03-2023 00:45,02-03-2023 01:00,0.00000000
02-03-2023 01:15,02-03-2023 01:00,02-03-2023 01:15,0.00000000
02-03-2023 01:30,02-03-2023 01:15,02-03-2023 01:30,0.00000000
02-03-2023 01:45,02-03-2023 01:30,02-03-2023 01:45,0.00000000
02-03-2023 02:00,02-03-2023 01:45,02-03-2023 02:00,0.00000000
02-03-2023 02:15,02-03-2023 02:00,02-03-2023 02:15,0.00000000
02-03-2023 02:30,02-03-2023 02:15,02-03-2023 02:30,0.00000000
02-03-2023 02:45,02-03-2023 02:30,02-03-2023 02:45,0.00000000
02-03-2023 03:00,02-03-2023 02:45,02-03-2023 03:00,0.00000000
02-03-2023 03:15,02-03-2023 03:00,02-03-2023 03:15,0.00000000
02-03-2023 03:30,02-03-2023 03:15,02-03-2023 03:30,0.00000000
02-03-2023 03:45,02-03-2023 03:30,02-03-2023 03:45,0.00000000
02-03-2023 04:00,02-03-2023 03:45,02-03-2023 04:00,0.00000000
02-03-2023 04:15,02-03-2023 04:00,02-03-2023 04:15,0.00000000
02-03-2023 04:30,02-03-2023 04:15,02-03-2023 04:30,0.00000000
02-03-2023 04:45,02-03-2023 04:30,02-03-2023 04:45,0.00000000
02-03-2023 05:00,02-03-2023 04:45,02-03-2023 05:00,0.00000000
02-03-2023 05:15,02-03-2023 05:00,02-03-2023 05:15,0.00000000
02-03-2023 05:30,02-03-2023 05:15,02-03-2023 05:30,0.00000000
02-03-2023 05:45,02-03-2023 05:30,02-03-2023 05:45,0.00000000
02-03-2023 06:00,02-03-2023 05:45,02-03-2023 06:00,0.00000000
02-03-2023 06:15,02-03-2023 06:00,02-03-2023 06:15,0.00000000
02-03-2023 06:30,02-03-2023 06:15,02-03-2023 06:30,0.00000000
02-03-2023 06:45,02-03-2023 06:30,02-03-2023 06:45,0.00000000
02-03-2023 07:00,02-03-2023 06:45,02-03-2023 07:00,0.00000000
02-03-2023 07:15,02-03-2023 07:00,02-03-2023 07:15,0.00000000
02-03-2023 07:30,02-03-2023 07:15,02-03-2023 07:30,0.00000000
02-03-2023 07:45,02-03-2023 07:30,02-03-2023 07:45,0.00000000
02-03-2023 08:00,02-03-2023 07:45,02-03-2023 08:00,0.00000000
02-03-2023 08:15,02-03-2023 08:00,02-03-2023 08:15,0.00000000
02-03-2023 08:30,02-03-2023 08:15,02-03-2023 08:30,0.00000000
02-03-2023 08:45,02-03-2023 08:30,02-03-2023 08:45,0.00000000
02-03-2023 09:00,02-03-2023 08:45,02-03-2023 09:00,0.00000000
02-03-2023 09:15,02-03-2023 09:00,02-03-2023 09:15,0.00000005
02-03-2023 09:30,02-03-2023 09:15,02-03-2023 09:30,0.00000090
02-03-2023 09:45,02-03-2023 09:30,02-03-2023 09:45,0.00000351
02-03-2023 10:00,02-03-2023 09:45,02-03-2023 10:00,0.00000824
02-03-2023 10:15,02-03-2023 10:00,02-03-2023 10:15,0.00001460
02-03-2023 10:30,02-03-2023 10:15,02-03-2023 10:30,0.00002186
02-03-2023 10:45,02-03-2023 10:30,02-03-2023 10:45,0.00002962
02-03-2023 11:00,02-03-2023 10:45,02-03-2023 11:00,0.00003830
02-03-2023 11:15,02-03-2023 11:00,02-03-2023 11:15,0.00004684
02-03-2023 11:30,02-03-2023 11:15,02-03-2023 11:30,0.00005427
02-03-2023 11:45,02-03-2023 11:30,02-03-2023 11:45,0.00005993
02-03-2023 12:00,02-03-2023 11:45,02-03-2023 12:00,0.00006428
02-03-2023 12:15,02-03-2023 12:00,02-03-2023 12:15,0.00006782
02-03-2023 12:30,02-03-2023 12:15,02-03-2023 12:30,0.00007053
02-03-2023 12:45,02-03-2023 12:30,02-03-2023 12:45,0.00007199
02-03-2023 13:00,02-03-2023 12:45,02-03-2023 13:00,0.00007283
02-03-2023 13:15,02-03-2023 13:00,02-03-2023 13:15,0.00007245
02-03-2023 13:30,02-03-2023 13:15,02-03-2023 13:30,0.00007156
02-03-2023 13:45,02-03-2023 13:30,02-03-2023 13:45,0.00006896
02-03-2023 14:00,02-03-2023 13:45,02-03-2023 14:00,0.00006535
02-03-2023 14:15,02-03-2023 14:00,02-03-2023 14:15,0.00005983
02-03-2023 14:30,02-03-2023 14:15,02-03-2023 14:30,0.00005345
02-03-2023 14:45,02-03-2023 14:30,02-03-2023 14:45,0.00004614
02-03-2023 15:00,02-03-2023 14:45,02-03-2023 15:00,0.00003892
02-03-2023 15:15,02-03-2023 15:00,02-03-2023 15:15,0.00003139
02-03-2023 15:30,02-03-2023 15:15,02-03-2023 15:30,0.00002356
02-03-2023 15:45,02-03-2023 15:30,02-03-2023 15:45,0.00001568
02-03-2023 16:00,02-03-2023 15:45,02-03-2023 16:00,0.00000846
02-03-2023 16:15,02-03-2023 16:00,02-03-2023 16:15,0.00000336
02-03-2023 16:30,02-03-2023 16:15,02-03-2023 16:30,0.00000065
02-03-2023 16:45,02-03-2023 16:30,02-03-2023 16:45,0.00000003
02-03-2023 17:00,02-03-2023 16:45,02-03-2023 17:00,0.00000000
02-03-2023 17:15,02-03-2023 17:00,02-03-2023 17:15,0.00000000
02-03-2023 17:30,02-03-2023 17:15,02-03-2023 17:30,0.00000000
02-03-2023 17:45,02-03-2023 17:30,02-03-2023 17:45,0.00000000
02-03-2023 18:00,02-03-2023 17:45,02-03-2023 18:00,0.00000000
02-03-2023 18:15,02-03-2023 18:00,02-03-2023 18:15,0.00000000
02-03-2023 18:30,02-03-2023 18:15,02-03-2023 18:30,0.00000000
02-03-2023 18:45,02-03-2023 18:30,02-03-2023 18:45,0.00000000
02-03-2023 19:00,02-03-2023 18:45,02-03-2023 19:00,0.00000000
02-03-2023 19:15,02-03-2023 19:00,02-03-2023 19:15,0.00000000
02-03-2023 19:30,02-03-2023 19:15,02-03-2023 19:30,0.00000000
02-03-2023 19:45,02-03-2023 19:30,02-03-2023 19:45,0.00000000
02-03-2023 20:00,02-03-2023 19:45,02-03-2023 20:00,0.00000000
02-03-2023 20:15,02-03-2023 20:00,02-03-2023 20:15,0.00000000
02-03-2023 20:30,02-03-2023 20:15,02-03-2023 20:30,0.00000000
02-03-2023 20:45,02-03-2023 20:30,02-03-2023 20:45,0.00000000
02-03-2023 21:00,02-03-2023 20:45,02-03-2023 21:00,0.00000000
02-03-2023 21:15,02-03-2023 21:00,02-03-2023 21:15,0.00000000
02-03-2023 21:30,02-03-2023 21:15,02-03-2023 21:30,0.00000000
02-03-2023 21:45,02-03-2023 21:30,02-03-2023 21:45,0.00000000
02-03-2023 22:00,02-03-2023 21:45,02-03-2023 22:00,0.00000000
02-03-2023 22:15,02-03-2023 22:00,02-03-2023 22:15,0.00000000
02-03-2023 22:30,02-03-2023 22:15,02-03-2023 22:30,0.00000000
02-03-2023 22:45,02-03-2023 22:30,02-03-2023 22:45,0.00000000
