utc_timestamp,cet_cest_timestamp,BE_wind_offshore_generation_actual,BE_wind_onshore_generation_actual
2016-01-02T01:00:00Z,2016-01-02T02:00:00+0100,546.25,83.6
2016-01-02T02:00:00Z,2016-01-02T03:00:00+0100,563.92,86.55
2016-01-02T03:00:00Z,2016-01-02T04:00:00+0100,556.04,70.66
2016-01-02T04:00:00Z,2016-01-02T05:00:00+0100,591.94,69.65
2016-01-02T05:00:00Z,2016-01-02T06:00:00+0100,634.23,65.39
2016-01-02T06:00:00Z,2016-01-02T07:00:00+0100,606.4,65.07
2016-01-02T07:00:00Z,2016-01-02T08:00:00+0100,586.05,51.33
2016-01-02T08:00:00Z,2016-01-02T09:00:00+0100,565.04,57.88
2016-01-02T09:00:00Z,2016-01-02T10:00:00+0100,572.49,48.96
2016-01-02T10:00:00Z,2016-01-02T11:00:00+0100,582.06,57.99
2016-01-02T11:00:00Z,2016-01-02T12:00:00+0100,575.57,57.01
2016-01-02T12:00:00Z,2016-01-02T13:00:00+0100,624.57,63.26
2016-01-02T13:00:00Z,2016-01-02T14:00:00+0100,625.35,78.22
2016-01-02T14:00:00Z,2016-01-02T15:00:00+0100,620.18,80.62
2016-01-02T15:00:00Z,2016-01-02T16:00:00+0100,635.35,81.79
2016-01-02T16:00:00Z,2016-01-02T17:00:00+0100,641.04,87.22
2016-01-02T17:00:00Z,2016-01-02T18:00:00+0100,644.11,102.95
2016-01-02T18:00:00Z,2016-01-02T19:00:00+0100,645.06,103.95
2016-01-02T19:00:00Z,2016-01-02T20:00:00+0100,644.18,114.22
2016-01-02T20:00:00Z,2016-01-02T21:00:00+0100,644.69,119.09
2016-01-02T21:00:00Z,2016-01-02T22:00:00+0100,644.18,111.58
2016-01-02T22:00:00Z,2016-01-02T23:00:00+0100,643.82,101.38
2016-01-02T23:00:00Z,2016-01-03T00:00:00+0100,621.74,107.13
2016-01-03T00:00:00Z,2016-01-03T01:00:00+0100,631.14,106.59
2016-01-03T01:00:00Z,2016-01-03T02:00:00+0100,633.88,101.33
2016-01-03T02:00:00Z,2016-01-03T03:00:00+0100,636.86,97.84
2016-01-03T03:00:00Z,2016-01-03T04:00:00+0100,639.94,95.52
2016-01-03T04:00:00Z,2016-01-03T05:00:00+0100,642.04,94.66
2016-01-03T05:00:00Z,2016-01-03T06:00:00+0100,634.19,88.95
2016-01-03T06:00:00Z,2016-01-03T07:00:00+0100,585.82,80.37
2016-01-03T07:00:00Z,2016-01-03T08:00:00+0100,563.55,87.7
2016-01-03T08:00:00Z,2016-01-03T09:00:00+0100,633.46,78.31
2016-01-03T09:00:00Z,2016-01-03T10:00:00+0100,636.47,66.71
2016-01-03T10:00:00Z,2016-01-03T11:00:00+0100,625.36,63.89
2016-01-03T11:00:00Z,2016-01-03T12:00:00+0100,638.06,70.8
2016-01-03T12:00:00Z,2016-01-03T13:00:00+0100,649.01,78.66
2016-01-03T13:00:00Z,2016-01-03T14:00:00+0100,651.05,85.16
2016-01-03T14:00:00Z,2016-01-03T15:00:00+0100,652.66,97.59
2016-01-03T15:00:00Z,2016-01-03T16:00:00+0100,652.66,98.52
2016-01-03T16:00:00Z,2016-01-03T17:00:00+0100,652.66,116.1
2016-01-03T17:00:00Z,2016-01-03T18:00:00+0100,651.2,130.18
2016-01-03T18:00:00Z,2016-01-03T19:00:00+0100,647.98,128.69
2016-01-03T19:00:00Z,2016-01-03T20:00:00+0100,647.98,122.45
2016-01-03T20:00:00Z,2016-01-03T21:00:00+0100,646.54,132.64
2016-01-03T21:00:00Z,2016-01-03T22:00:00+0100,629.29,114.72
2016-01-03T22:00:00Z,2016-01-03T23:00:00+0100,578.4,76.53
2016-01-03T23:00:00Z,2016-01-04T00:00:00+0100,494.14,58.6
2016-01-04T00:00:00Z,2016-01-04T01:00:00+0100,392.1,51.62
2016-01-04T01:00:00Z,2016-01-04T02:00:00+0100,364.45,39.98
2016-01-04T02:00:00Z,2016-01-04T03:00:00+0100,249.86,47.31
2016-01-04T03:00:00Z,2016-01-04T04:00:00+0100,329.21,39.42
2016-01-04T04:00:00Z,2016-01-04T05:00:00+0100,288.56,45.96
2016-01-04T05:00:00Z,2016-01-04T06:00:00+0100,322.23,47.31
2016-01-04T06:00:00Z,2016-01-04T07:00:00+0100,365.27,44.1
2016-01-04T07:00:00Z,2016-01-04T08:00:00+0100,377.26,49.87
2016-01-04T08:00:00Z,2016-01-04T09:00:00+0100,440.27,48.9
2016-01-04T09:00:00Z,2016-01-04T10:00:00+0100,276.54,54.84
2016-01-04T10:00:00Z,2016-01-04T11:00:00+0100,461.59,55.43
2016-01-04T11:00:00Z,2016-01-04T12:00:00+0100,462.97,50.41
2016-01-04T12:00:00Z,2016-01-04T13:00:00+0100,535.7,46.67
2016-01-04T13:00:00Z,2016-01-04T14:00:00+0100,571.54,45.39
2016-01-04T14:00:00Z,2016-01-04T15:00:00+0100,549.03,47.01
2016-01-04T15:00:00Z,2016-01-04T16:00:00+0100,517.84,49.85
2016-01-04T16:00:00Z,2016-01-04T17:00:00+0100,512.24,62.43
2016-01-04T17:00:00Z,2016-01-04T18:00:00+0100,578.42,77.4
2016-01-04T18:00:00Z,2016-01-04T19:00:00+0100,595.77,84.87
2016-01-04T19:00:00Z,2016-01-04T20:00:00+0100,491.71,94.26
2016-01-04T20:00:00Z,2016-01-04T21:00:00+0100,566.6,102.78
2016-01-04T21:00:00Z,2016-01-04T22:00:00+0100,587.42,90.66
2016-01-04T22:00:00Z,2016-01-04T23:00:00+0100,477.99,79.01
2016-01-04T23:00:00Z,2016-01-05T00:00:00+0100,427.87,69.73
2016-01-05T00:00:00Z,2016-01-05T01:00:00+0100,476.99,67.59
2016-01-05T01:00:00Z,2016-01-05T02:00:00+0100,508.95,70.72
2016-01-05T02:00:00Z,2016-01-05T03:00:00+0100,526.56,71
2016-01-05T03:00:00Z,2016-01-05T04:00:00+0100,502.39,69.61
2016-01-05T04:00:00Z,2016-01-05T05:00:00+0100,525.56,58.26
2016-01-05T05:00:00Z,2016-01-05T06:00:00+0100,549.79,60.95
2016-01-05T06:00:00Z,2016-01-05T07:00:00+0100,486.92,57.88
2016-01-05T07:00:00Z,2016-01-05T08:00:00+0100,508.74,54.96
2016-01-05T08:00:00Z,2016-01-05T09:00:00+0100,521.88,59.42
2016-01-05T09:00:00Z,2016-01-05T10:00:00+0100,557.42,47.98
2016-01-05T10:00:00Z,2016-01-05T11:00:00+0100,577.32,58.55
2016-01-05T11:00:00Z,2016-01-05T12:00:00+0100,542.1,54.31
2016-01-05T12:00:00Z,2016-01-05T13:00:00+0100,500.54,44.57
2016-01-05T13:00:00Z,2016-01-05T14:00:00+0100,475.58,35.44
2016-01-05T14:00:00Z,2016-01-05T15:00:00+0100,417.12,35.33
2016-01-05T15:00:00Z,2016-01-05T16:00:00+0100,428.73,44.18
2016-01-05T16:00:00Z,2016-01-05T17:00:00+0100,449.09,56.05
2016-01-05T17:00:00Z,2016-01-05T18:00:00+0100,421.07,48.05
2016-01-05T18:00:00Z,2016-01-05T19:00:00+0100,363.44,55.35
2016-01-05T19:00:00Z,2016-01-05T20:00:00+0100,393.41,67.54
2016-01-05T20:00:00Z,2016-01-05T21:00:00+0100,392.02,59.83
2016-01-05T21:00:00Z,2016-01-05T22:00:00+0100,321.23,48.68
2016-01-05T22:00:00Z,2016-01-05T23:00:00+0100,270.83,38.7
2016-01-05T23:00:00Z,2016-01-06T00:00:00+0100,300.34,32.55
2016-01-06T00:00:00Z,2016-01-06T01:00:00+0100,301.34,30.07
2016-01-06T01:00:00Z,2016-01-06T02:00:00+0100,297.62,21.8
2016-01-06T02:00:00Z,2016-01-06T03:00:00+0100,238.9,18.04
2016-01-06T03:00:00Z,2016-01-06T04:00:00+0100,188.36,22.91
2016-01-06T04:00:00Z,2016-01-06T05:00:00+0100,174.07,16.36
2016-01-06T05:00:00Z,2016-01-06T06:00:00+0100,143.4,16.85
2016-01-06T06:00:00Z,2016-01-06T07:00:00+0100,128.99,14.87
2016-01-06T07:00:00Z,2016-01-06T08:00:00+0100,117.07,13.41
2016-01-06T08:00:00Z,2016-01-06T09:00:00+0100,91.98,16.01
2016-01-06T09:00:00Z,2016-01-06T10:00:00+0100,83.92,11.57
2016-01-06T10:00:00Z,2016-01-06T11:00:00+0100,82.14,10.13
2016-01-06T11:00:00Z,2016-01-06T12:00:00+0100,70.22,12.05
2016-01-06T12:00:00Z,2016-01-06T13:00:00+0100,47.5,6.98
2016-01-06T13:00:00Z,2016-01-06T14:00:00+0100,46.34,6.36
2016-01-06T14:00:00Z,2016-01-06T15:00:00+0100,60.8,5.86
2016-01-06T15:00:00Z,2016-01-06T16:00:00+0100,67.23,7.9
2016-01-06T16:00:00Z,2016-01-06T17:00:00+0100,73,12.8
2016-01-06T17:00:00Z,2016-01-06T18:00:00+0100,95.58,21.24
2016-01-06T18:00:00Z,2016-01-06T19:00:00+0100,122.87,19.54
2016-01-06T19:00:00Z,2016-01-06T20:00:00+0100,172.4,23.3
2016-01-06T20:00:00Z,2016-01-06T21:00:00+0100,192.59,38.4
2016-01-06T21:00:00Z,2016-01-06T22:00:00+0100,186.63,35.08
2016-01-06T22:00:00Z,2016-01-06T23:00:00+0100,217.93,36.7
2016-01-06T23:00:00Z,2016-01-07T00:00:00+0100,297.47,36.58
2016-01-07T00:00:00Z,2016-01-07T01:00:00+0100,377.72,37.9
2016-01-07T01:00:00Z,2016-01-07T02:00:00+0100,385.34,36.29
2016-01-07T02:00:00Z,2016-01-07T03:00:00+0100,418.49,46.53
2016-01-07T03:00:00Z,2016-01-07T04:00:00+0100,435.1,45.76
2016-01-07T04:00:00Z,2016-01-07T05:00:00+0100,528.92,48.28
2016-01-07T05:00:00Z,2016-01-07T06:00:00+0100,648.68,77.38
2016-01-07T06:00:00Z,2016-01-07T07:00:00+0100,654.12,84.42
2016-01-07T07:00:00Z,2016-01-07T08:00:00+0100,653.9,105.54
2016-01-07T08:00:00Z,2016-01-07T09:00:00+0100,654.7,113.94
2016-01-07T09:00:00Z,2016-01-07T10:00:00+0100,654.7,114.44
2016-01-07T10:00:00Z,2016-01-07T11:00:00+0100,653.53,116.76
2016-01-07T11:00:00Z,2016-01-07T12:00:00+0100,650.64,125.21
2016-01-07T12:00:00Z,2016-01-07T13:00:00+0100,648.41,126.02
2016-01-07T13:00:00Z,2016-01-07T14:00:00+0100,610.42,116.59
2016-01-07T14:00:00Z,2016-01-07T15:00:00+0100,614.99,135.28
2016-01-07T15:00:00Z,2016-01-07T16:00:00+0100,338.42,138.92
2016-01-07T16:00:00Z,2016-01-07T17:00:00+0100,296.41,146.25
2016-01-07T17:00:00Z,2016-01-07T18:00:00+0100,559.98,136.3
2016-01-07T18:00:00Z,2016-01-07T19:00:00+0100,631.9,130.95
2016-01-07T19:00:00Z,2016-01-07T20:00:00+0100,636.79,128.17
2016-01-07T20:00:00Z,2016-01-07T21:00:00+0100,652.51,111.08
2016-01-07T21:00:00Z,2016-01-07T22:00:00+0100,648.93,116.48
2016-01-07T22:00:00Z,2016-01-07T23:00:00+0100,648.27,125.76
2016-01-07T23:00:00Z,2016-01-08T00:00:00+0100,648.27,122.42
2016-01-08T00:00:00Z,2016-01-08T01:00:00+0100,648.27,122.34
2016-01-08T01:00:00Z,2016-01-08T02:00:00+0100,643.75,100.6
2016-01-08T02:00:00Z,2016-01-08T03:00:00+0100,643.6,75.16
2016-01-08T03:00:00Z,2016-01-08T04:00:00+0100,643.6,82.92
2016-01-08T04:00:00Z,2016-01-08T05:00:00+0100,634.82,72.23
2016-01-08T05:00:00Z,2016-01-08T06:00:00+0100,590.16,83.24
2016-01-08T06:00:00Z,2016-01-08T07:00:00+0100,387.97,64.92
2016-01-08T07:00:00Z,2016-01-08T08:00:00+0100,282.15,53.62
2016-01-08T08:00:00Z,2016-01-08T09:00:00+0100,239.65,50.56
2016-01-08T09:00:00Z,2016-01-08T10:00:00+0100,327.87,52.39
2016-01-08T10:00:00Z,2016-01-08T11:00:00+0100,302.38,38.5
2016-01-08T11:00:00Z,2016-01-08T12:00:00+0100,363.4,26.76
2016-01-08T12:00:00Z,2016-01-08T13:00:00+0100,460.16,23.02
2016-01-08T13:00:00Z,2016-01-08T14:00:00+0100,443.88,23.98
2016-01-08T14:00:00Z,2016-01-08T15:00:00+0100,368.4,20.67
2016-01-08T15:00:00Z,2016-01-08T16:00:00+0100,319.36,16.73
2016-01-08T16:00:00Z,2016-01-08T17:00:00+0100,349.66,35.53
2016-01-08T17:00:00Z,2016-01-08T18:00:00+0100,495.48,60.84
2016-01-08T18:00:00Z,2016-01-08T19:00:00+0100,545.38,77.24
2016-01-08T19:00:00Z,2016-01-08T20:00:00+0100,496.87,67.18
2016-01-08T20:00:00Z,2016-01-08T21:00:00+0100,401.34,58.8
2016-01-08T21:00:00Z,2016-01-08T22:00:00+0100,403.82,57.11
2016-01-08T22:00:00Z,2016-01-08T23:00:00+0100,388.8,48.47
2016-01-08T23:00:00Z,2016-01-09T00:00:00+0100,374.09,38.39
2016-01-09T00:00:00Z,2016-01-09T01:00:00+0100,391.48,34.6
2016-01-09T01:00:00Z,2016-01-09T02:00:00+0100,349.46,33.71
2016-01-09T02:00:00Z,2016-01-09T03:00:00+0100,363.46,32.01
2016-01-09T03:00:00Z,2016-01-09T04:00:00+0100,448.77,29.8
2016-01-09T04:00:00Z,2016-01-09T05:00:00+0100,491.71,32.99
2016-01-09T05:00:00Z,2016-01-09T06:00:00+0100,452.79,37.13
2016-01-09T06:00:00Z,2016-01-09T07:00:00+0100,514.72,41.72
2016-01-09T07:00:00Z,2016-01-09T08:00:00+0100,430.92,52.29
2016-01-09T08:00:00Z,2016-01-09T09:00:00+0100,474.28,64.47
2016-01-09T09:00:00Z,2016-01-09T10:00:00+0100,570.79,79.71
2016-01-09T10:00:00Z,2016-01-09T11:00:00+0100,584.92,82.87
2016-01-09T11:00:00Z,2016-01-09T12:00:00+0100,576.8,78.68
2016-01-09T12:00:00Z,2016-01-09T13:00:00+0100,555.59,67.28
2016-01-09T13:00:00Z,2016-01-09T14:00:00+0100,559,67.94
2016-01-09T14:00:00Z,2016-01-09T15:00:00+0100,570.86,63.82
2016-01-09T15:00:00Z,2016-01-09T16:00:00+0100,630.57,69.99
2016-01-09T16:00:00Z,2016-01-09T17:00:00+0100,645.57,80.76
2016-01-09T17:00:00Z,2016-01-09T18:00:00+0100,651.29,102.03
2016-01-09T18:00:00Z,2016-01-09T19:00:00+0100,652.07,118.07
2016-01-09T19:00:00Z,2016-01-09T20:00:00+0100,652.07,132.83
2016-01-09T20:00:00Z,2016-01-09T21:00:00+0100,651.05,133.73
2016-01-09T21:00:00Z,2016-01-09T22:00:00+0100,652.07,140.05
2016-01-09T22:00:00Z,2016-01-09T23:00:00+0100,652.07,145.78
2016-01-09T23:00:00Z,2016-01-10T00:00:00+0100,652.07,125.65
2016-01-10T00:00:00Z,2016-01-10T01:00:00+0100,652.07,125.02
2016-01-10T01:00:00Z,2016-01-10T02:00:00+0100,652.07,129.71
2016-01-10T02:00:00Z,2016-01-10T03:00:00+0100,633.34,130.19
2016-01-10T03:00:00Z,2016-01-10T04:00:00+0100,615.67,130.94
2016-01-10T04:00:00Z,2016-01-10T05:00:00+0100,626.32,108.9
2016-01-10T05:00:00Z,2016-01-10T06:00:00+0100,532.81,99.93
2016-01-10T06:00:00Z,2016-01-10T07:00:00+0100,608.97,105.11
2016-01-10T07:00:00Z,2016-01-10T08:00:00+0100,631.79,118.31
2016-01-10T08:00:00Z,2016-01-10T09:00:00+0100,538.96,95.5
2016-01-10T09:00:00Z,2016-01-10T10:00:00+0100,504.27,88.88
2016-01-10T10:00:00Z,2016-01-10T11:00:00+0100,487.9,100.83
2016-01-10T11:00:00Z,2016-01-10T12:00:00+0100,583.04,88.21
2016-01-10T12:00:00Z,2016-01-10T13:00:00+0100,558.18,89.97
2016-01-10T13:00:00Z,2016-01-10T14:00:00+0100,542.21,60.93
2016-01-10T14:00:00Z,2016-01-10T15:00:00+0100,422.32,55.9
2016-01-10T15:00:00Z,2016-01-10T16:00:00+0100,499.22,61.39
2016-01-10T16:00:00Z,2016-01-10T17:00:00+0100,499.84,56.75
2016-01-10T17:00:00Z,2016-01-10T18:00:00+0100,500.18,55.1
2016-01-10T18:00:00Z,2016-01-10T19:00:00+0100,535.89,75.49
2016-01-10T19:00:00Z,2016-01-10T20:00:00+0100,535.26,74.75
2016-01-10T20:00:00Z,2016-01-10T21:00:00+0100,439.53,80.65
2016-01-10T21:00:00Z,2016-01-10T22:00:00+0100,546.66,80.18
2016-01-10T22:00:00Z,2016-01-10T23:00:00+0100,496.2,70.63
2016-01-10T23:00:00Z,2016-01-11T00:00:00+0100,490.52,63.14
2016-01-11T00:00:00Z,2016-01-11T01:00:00+0100,454.72,71.26
2016-01-11T01:00:00Z,2016-01-11T02:00:00+0100,502.06,75.9
2016-01-11T02:00:00Z,2016-01-11T03:00:00+0100,424.76,67.42
2016-01-11T03:00:00Z,2016-01-11T04:00:00+0100,524.68,47.09
2016-01-11T04:00:00Z,2016-01-11T05:00:00+0100,524.88,46.83
2016-01-11T05:00:00Z,2016-01-11T06:00:00+0100,575.73,52.69
2016-01-11T06:00:00Z,2016-01-11T07:00:00+0100,624.36,62.73
2016-01-11T07:00:00Z,2016-01-11T08:00:00+0100,541.7,77
2016-01-11T08:00:00Z,2016-01-11T09:00:00+0100,469.72,61.5
2016-01-11T09:00:00Z,2016-01-11T10:00:00+0100,546.97,72.13
2016-01-11T10:00:00Z,2016-01-11T11:00:00+0100,566.81,85.35
2016-01-11T11:00:00Z,2016-01-11T12:00:00+0100,563.24,75.93
2016-01-11T12:00:00Z,2016-01-11T13:00:00+0100,604.27,83.73
2016-01-11T13:00:00Z,2016-01-11T14:00:00+0100,556.02,76.47
2016-01-11T14:00:00Z,2016-01-11T15:00:00+0100,551.52,83
2016-01-11T15:00:00Z,2016-01-11T16:00:00+0100,560.4,85.76
2016-01-11T16:00:00Z,2016-01-11T17:00:00+0100,568.87,106.87
2016-01-11T17:00:00Z,2016-01-11T18:00:00+0100,536.15,79.04
2016-01-11T18:00:00Z,2016-01-11T19:00:00+0100,490.16,114.61
2016-01-11T19:00:00Z,2016-01-11T20:00:00+0100,504.09,102.47
2016-01-11T20:00:00Z,2016-01-11T21:00:00+0100,425.72,111.41
2016-01-11T21:00:00Z,2016-01-11T22:00:00+0100,382.09,85.56
2016-01-11T22:00:00Z,2016-01-11T23:00:00+0100,441.67,89.49
2016-01-11T23:00:00Z,2016-01-12T00:00:00+0100,439.16,97.98
2016-01-12T00:00:00Z,2016-01-12T01:00:00+0100,530.97,90.21
2016-01-12T01:00:00Z,2016-01-12T02:00:00+0100,508.97,68.02
2016-01-12T02:00:00Z,2016-01-12T03:00:00+0100,531.25,93.19
2016-01-12T03:00:00Z,2016-01-12T04:00:00+0100,625.66,94.88
2016-01-12T04:00:00Z,2016-01-12T05:00:00+0100,625.42,86.44
2016-01-12T05:00:00Z,2016-01-12T06:00:00+0100,640.4,92.42
2016-01-12T06:00:00Z,2016-01-12T07:00:00+0100,644.42,82.65
2016-01-12T07:00:00Z,2016-01-12T08:00:00+0100,642.94,82.95
2016-01-12T08:00:00Z,2016-01-12T09:00:00+0100,643.62,76.02
2016-01-12T09:00:00Z,2016-01-12T10:00:00+0100,640.76,91.61
2016-01-12T10:00:00Z,2016-01-12T11:00:00+0100,636.73,127.78
2016-01-12T11:00:00Z,2016-01-12T12:00:00+0100,639.71,114.7
2016-01-12T12:00:00Z,2016-01-12T13:00:00+0100,642.81,118.54
2016-01-12T13:00:00Z,2016-01-12T14:00:00+0100,643.3,128.57
2016-01-12T14:00:00Z,2016-01-12T15:00:00+0100,642.64,128.16
2016-01-12T15:00:00Z,2016-01-12T16:00:00+0100,643.73,122.9
2016-01-12T16:00:00Z,2016-01-12T17:00:00+0100,645.86,131.41
2016-01-12T17:00:00Z,2016-01-12T18:00:00+0100,643.4,136.17
2016-01-12T18:00:00Z,2016-01-12T19:00:00+0100,645.35,136.26
2016-01-12T19:00:00Z,2016-01-12T20:00:00+0100,643.74,131.67
2016-01-12T20:00:00Z,2016-01-12T21:00:00+0100,645.79,132.11
2016-01-12T21:00:00Z,2016-01-12T22:00:00+0100,645.93,136.57
2016-01-12T22:00:00Z,2016-01-12T23:00:00+0100,645.93,126.5
2016-01-12T23:00:00Z,2016-01-13T00:00:00+0100,645.93,122.61
2016-01-13T00:00:00Z,2016-01-13T01:00:00+0100,643.6,128.27
2016-01-13T01:00:00Z,2016-01-13T02:00:00+0100,643.45,136.11
2016-01-13T02:00:00Z,2016-01-13T03:00:00+0100,642.4,136.11
2016-01-13T03:00:00Z,2016-01-13T04:00:00+0100,641,122.24
2016-01-13T04:00:00Z,2016-01-13T05:00:00+0100,629.42,100.53
2016-01-13T05:00:00Z,2016-01-13T06:00:00+0100,605.95,92.02
2016-01-13T06:00:00Z,2016-01-13T07:00:00+0100,631.47,77.63
2016-01-13T07:00:00Z,2016-01-13T08:00:00+0100,641.08,76.03
2016-01-13T08:00:00Z,2016-01-13T09:00:00+0100,641.32,79.74
2016-01-13T09:00:00Z,2016-01-13T10:00:00+0100,639.37,71.06
2016-01-13T10:00:00Z,2016-01-13T11:00:00+0100,617.93,77.72
2016-01-13T11:00:00Z,2016-01-13T12:00:00+0100,601.89,73.56
2016-01-13T12:00:00Z,2016-01-13T13:00:00+0100,521.92,59.32
2016-01-13T13:00:00Z,2016-01-13T14:00:00+0100,475.63,52.75
2016-01-13T14:00:00Z,2016-01-13T15:00:00+0100,444.88,53.18
2016-01-13T15:00:00Z,2016-01-13T16:00:00+0100,304.63,36.8
2016-01-13T16:00:00Z,2016-01-13T17:00:00+0100,233.98,48.5
2016-01-13T17:00:00Z,2016-01-13T18:00:00+0100,176.87,60.15
2016-01-13T18:00:00Z,2016-01-13T19:00:00+0100,184.03,63.23
2016-01-13T19:00:00Z,2016-01-13T20:00:00+0100,226.75,74.07
2016-01-13T20:00:00Z,2016-01-13T21:00:00+0100,455.93,78.32
2016-01-13T21:00:00Z,2016-01-13T22:00:00+0100,533.04,81.44
2016-01-13T22:00:00Z,2016-01-13T23:00:00+0100,577.34,95.57
2016-01-13T23:00:00Z,2016-01-14T00:00:00+0100,553.68,96.72
2016-01-14T00:00:00Z,2016-01-14T01:00:00+0100,532.5,107.75
2016-01-14T01:00:00Z,2016-01-14T02:00:00+0100,621.51,121.45
2016-01-14T02:00:00Z,2016-01-14T03:00:00+0100,635.63,120.6
2016-01-14T03:00:00Z,2016-01-14T04:00:00+0100,592.18,114.47
2016-01-14T04:00:00Z,2016-01-14T05:00:00+0100,619.06,119.06
2016-01-14T05:00:00Z,2016-01-14T06:00:00+0100,619.11,139.34
2016-01-14T06:00:00Z,2016-01-14T07:00:00+0100,506.43,142.42
2016-01-14T07:00:00Z,2016-01-14T08:00:00+0100,587.08,143.02
2016-01-14T08:00:00Z,2016-01-14T09:00:00+0100,578.36,94.64
2016-01-14T09:00:00Z,2016-01-14T10:00:00+0100,517.46,58.19
2016-01-14T10:00:00Z,2016-01-14T11:00:00+0100,539.65,62.73
2016-01-14T11:00:00Z,2016-01-14T12:00:00+0100,608.95,64.53
2016-01-14T12:00:00Z,2016-01-14T13:00:00+0100,642.18,64.85
2016-01-14T13:00:00Z,2016-01-14T14:00:00+0100,640.33,84.2
2016-01-14T14:00:00Z,2016-01-14T15:00:00+0100,640.69,93.42
2016-01-14T15:00:00Z,2016-01-14T16:00:00+0100,637.57,124.9
2016-01-14T16:00:00Z,2016-01-14T17:00:00+0100,638.04,104.97
2016-01-14T17:00:00Z,2016-01-14T18:00:00+0100,624.08,126.32
2016-01-14T18:00:00Z,2016-01-14T19:00:00+0100,484.36,124.96
2016-01-14T19:00:00Z,2016-01-14T20:00:00+0100,346.1,138.31
2016-01-14T20:00:00Z,2016-01-14T21:00:00+0100,287.9,150.9
2016-01-14T21:00:00Z,2016-01-14T22:00:00+0100,273.47,147.81
2016-01-14T22:00:00Z,2016-01-14T23:00:00+0100,262.47,139.62
2016-01-14T23:00:00Z,2016-01-15T00:00:00+0100,260.5,128.28
2016-01-15T00:00:00Z,2016-01-15T01:00:00+0100,267.07,123.03
2016-01-15T01:00:00Z,2016-01-15T02:00:00+0100,267.88,129.18
2016-01-15T02:00:00Z,2016-01-15T03:00:00+0100,279.46,134.54
2016-01-15T03:00:00Z,2016-01-15T04:00:00+0100,297.07,132.9
2016-01-15T04:00:00Z,2016-01-15T05:00:00+0100,470.36,131.68
2016-01-15T05:00:00Z,2016-01-15T06:00:00+0100,586.21,122.52
2016-01-15T06:00:00Z,2016-01-15T07:00:00+0100,615.76,123.43
2016-01-15T07:00:00Z,2016-01-15T08:00:00+0100,617.87,118.78
2016-01-15T08:00:00Z,2016-01-15T09:00:00+0100,619.33,112.01
2016-01-15T09:00:00Z,2016-01-15T10:00:00+0100,621.31,106.7
2016-01-15T10:00:00Z,2016-01-15T11:00:00+0100,618.94,96.6
2016-01-15T11:00:00Z,2016-01-15T12:00:00+0100,621.3,89.98
2016-01-15T12:00:00Z,2016-01-15T13:00:00+0100,619.92,110.83
2016-01-15T13:00:00Z,2016-01-15T14:00:00+0100,623.72,108.22
2016-01-15T14:00:00Z,2016-01-15T15:00:00+0100,622.99,104.18
2016-01-15T15:00:00Z,2016-01-15T16:00:00+0100,604.58,98.73
2016-01-15T16:00:00Z,2016-01-15T17:00:00+0100,623.39,108.96
2016-01-15T17:00:00Z,2016-01-15T18:00:00+0100,624.02,70.88
2016-01-15T18:00:00Z,2016-01-15T19:00:00+0100,615.77,43.96
