utc_timestamp,cet_cest_timestamp,UK_wind_offshore_generation_actual,UK_wind_onshore_generation_actual
2017-01-05T13:00:00Z,2017-01-05T14:00:00+0100,641,2061
2017-01-05T14:00:00Z,2017-01-05T15:00:00+0100,673,2195
2017-01-05T15:00:00Z,2017-01-05T16:00:00+0100,724,2436
2017-01-05T16:00:00Z,2017-01-05T17:00:00+0100,781,2309
2017-01-05T17:00:00Z,2017-01-05T18:00:00+0100,817,2980
2017-01-05T18:00:00Z,2017-01-05T19:00:00+0100,770,3250
2017-01-05T19:00:00Z,2017-01-05T20:00:00+0100,947,3358
2017-01-05T20:00:00Z,2017-01-05T21:00:00+0100,1103,3365
2017-01-05T21:00:00Z,2017-01-05T22:00:00+0100,1224,3574
2017-01-05T22:00:00Z,2017-01-05T23:00:00+0100,1239,3432
2017-01-05T23:00:00Z,2017-01-06T00:00:00+0100,1325,3837
2017-01-06T00:00:00Z,2017-01-06T01:00:00+0100,1465,3848
2017-01-06T01:00:00Z,2017-01-06T02:00:00+0100,1329,3746
2017-01-06T02:00:00Z,2017-01-06T03:00:00+0100,1348,3664
2017-01-06T03:00:00Z,2017-01-06T04:00:00+0100,1377,3861
2017-01-06T04:00:00Z,2017-01-06T05:00:00+0100,1558,3656
2017-01-06T05:00:00Z,2017-01-06T06:00:00+0100,1525,3908
2017-01-06T06:00:00Z,2017-01-06T07:00:00+0100,1467,3932
2017-01-06T07:00:00Z,2017-01-06T08:00:00+0100,1596,3792
2017-01-06T08:00:00Z,2017-01-06T09:00:00+0100,1666,3584
2017-01-06T09:00:00Z,2017-01-06T10:00:00+0100,1673,3392
2017-01-06T10:00:00Z,2017-01-06T11:00:00+0100,1508,3165
2017-01-06T11:00:00Z,2017-01-06T12:00:00+0100,1543,3161
2017-01-06T12:00:00Z,2017-01-06T13:00:00+0100,1832,2915
2017-01-06T13:00:00Z,2017-01-06T14:00:00+0100,2175,2640
2017-01-06T14:00:00Z,2017-01-06T15:00:00+0100,2209,2531
2017-01-06T15:00:00Z,2017-01-06T16:00:00+0100,2315,2360
2017-01-06T16:00:00Z,2017-01-06T17:00:00+0100,2392,2224
2017-01-06T17:00:00Z,2017-01-06T18:00:00+0100,2220,2063
2017-01-06T18:00:00Z,2017-01-06T19:00:00+0100,1961,1974
2017-01-06T19:00:00Z,2017-01-06T20:00:00+0100,1925,1909
2017-01-06T20:00:00Z,2017-01-06T21:00:00+0100,1899,1942
2017-01-06T21:00:00Z,2017-01-06T22:00:00+0100,1809,1756
2017-01-06T22:00:00Z,2017-01-06T23:00:00+0100,1887,1512
2017-01-06T23:00:00Z,2017-01-07T00:00:00+0100,1895,1460
2017-01-07T00:00:00Z,2017-01-07T01:00:00+0100,1797,1351
2017-01-07T01:00:00Z,2017-01-07T02:00:00+0100,1790,1259
2017-01-07T02:00:00Z,2017-01-07T03:00:00+0100,1563,1112
2017-01-07T03:00:00Z,2017-01-07T04:00:00+0100,1391,977
2017-01-07T04:00:00Z,2017-01-07T05:00:00+0100,1009,849
2017-01-07T05:00:00Z,2017-01-07T06:00:00+0100,889,821
2017-01-07T06:00:00Z,2017-01-07T07:00:00+0100,713,748
2017-01-07T07:00:00Z,2017-01-07T08:00:00+0100,647,707
2017-01-07T08:00:00Z,2017-01-07T09:00:00+0100,523,652
2017-01-07T09:00:00Z,2017-01-07T10:00:00+0100,484,647
2017-01-07T10:00:00Z,2017-01-07T11:00:00+0100,466,606
2017-01-07T11:00:00Z,2017-01-07T12:00:00+0100,450,655
2017-01-07T12:00:00Z,2017-01-07T13:00:00+0100,473,627
2017-01-07T13:00:00Z,2017-01-07T14:00:00+0100,465,665
2017-01-07T14:00:00Z,2017-01-07T15:00:00+0100,466,688
2017-01-07T15:00:00Z,2017-01-07T16:00:00+0100,231,565
2017-01-07T16:00:00Z,2017-01-07T17:00:00+0100,427,761
2017-01-07T17:00:00Z,2017-01-07T18:00:00+0100,415,918
2017-01-07T18:00:00Z,2017-01-07T19:00:00+0100,434,1094
2017-01-07T19:00:00Z,2017-01-07T20:00:00+0100,349,1314
2017-01-07T20:00:00Z,2017-01-07T21:00:00+0100,317,1539
2017-01-07T21:00:00Z,2017-01-07T22:00:00+0100,335,1561
2017-01-07T22:00:00Z,2017-01-07T23:00:00+0100,322,1552
2017-01-07T23:00:00Z,2017-01-08T00:00:00+0100,298,1602
2017-01-08T00:00:00Z,2017-01-08T01:00:00+0100,355,1727
2017-01-08T01:00:00Z,2017-01-08T02:00:00+0100,364,1821
2017-01-08T02:00:00Z,2017-01-08T03:00:00+0100,403,1850
2017-01-08T03:00:00Z,2017-01-08T04:00:00+0100,366,1779
2017-01-08T04:00:00Z,2017-01-08T05:00:00+0100,402,1658
2017-01-08T05:00:00Z,2017-01-08T06:00:00+0100,471,1609
2017-01-08T06:00:00Z,2017-01-08T07:00:00+0100,322,1453
2017-01-08T07:00:00Z,2017-01-08T08:00:00+0100,301,1271
2017-01-08T08:00:00Z,2017-01-08T09:00:00+0100,270,1143
2017-01-08T09:00:00Z,2017-01-08T10:00:00+0100,271,1172
2017-01-08T10:00:00Z,2017-01-08T11:00:00+0100,262,1061
2017-01-08T11:00:00Z,2017-01-08T12:00:00+0100,247,1172
2017-01-08T12:00:00Z,2017-01-08T13:00:00+0100,282,1231
2017-01-08T13:00:00Z,2017-01-08T14:00:00+0100,327,1290
2017-01-08T14:00:00Z,2017-01-08T15:00:00+0100,238,1368
2017-01-08T15:00:00Z,2017-01-08T16:00:00+0100,237,1593
2017-01-08T16:00:00Z,2017-01-08T17:00:00+0100,275,1488
2017-01-08T17:00:00Z,2017-01-08T18:00:00+0100,317,2054
2017-01-08T18:00:00Z,2017-01-08T19:00:00+0100,388,2351
2017-01-08T19:00:00Z,2017-01-08T20:00:00+0100,459,2803
2017-01-08T20:00:00Z,2017-01-08T21:00:00+0100,267,2370
2017-01-08T21:00:00Z,2017-01-08T22:00:00+0100,683,3929
2017-01-08T22:00:00Z,2017-01-08T23:00:00+0100,821,3670
2017-01-08T23:00:00Z,2017-01-09T00:00:00+0100,1182,4262
2017-01-09T00:00:00Z,2017-01-09T01:00:00+0100,1355,4181
2017-01-09T01:00:00Z,2017-01-09T02:00:00+0100,1556,4215
2017-01-09T02:00:00Z,2017-01-09T03:00:00+0100,1590,4144
2017-01-09T03:00:00Z,2017-01-09T04:00:00+0100,1694,4423
2017-01-09T04:00:00Z,2017-01-09T05:00:00+0100,1931,4174
2017-01-09T05:00:00Z,2017-01-09T06:00:00+0100,1964,4633
2017-01-09T06:00:00Z,2017-01-09T07:00:00+0100,2144,4509
2017-01-09T07:00:00Z,2017-01-09T08:00:00+0100,2139,4879
2017-01-09T08:00:00Z,2017-01-09T09:00:00+0100,2270,5104
2017-01-09T09:00:00Z,2017-01-09T10:00:00+0100,2486,5106
2017-01-09T10:00:00Z,2017-01-09T11:00:00+0100,2426,4438
2017-01-09T11:00:00Z,2017-01-09T12:00:00+0100,2791,5113
2017-01-09T12:00:00Z,2017-01-09T13:00:00+0100,2915,5520
2017-01-09T13:00:00Z,2017-01-09T14:00:00+0100,2718,5728
2017-01-09T14:00:00Z,2017-01-09T15:00:00+0100,3080,5752
2017-01-09T15:00:00Z,2017-01-09T16:00:00+0100,3281,5623
2017-01-09T16:00:00Z,2017-01-09T17:00:00+0100,3348,5113
2017-01-09T17:00:00Z,2017-01-09T18:00:00+0100,3278,5746
2017-01-09T18:00:00Z,2017-01-09T19:00:00+0100,3143,5879
2017-01-09T19:00:00Z,2017-01-09T20:00:00+0100,3172,5961
2017-01-09T20:00:00Z,2017-01-09T21:00:00+0100,2865,6016
2017-01-09T21:00:00Z,2017-01-09T22:00:00+0100,2837,5853
2017-01-09T22:00:00Z,2017-01-09T23:00:00+0100,3007,5101
2017-01-09T23:00:00Z,2017-01-10T00:00:00+0100,3131,5286
2017-01-10T00:00:00Z,2017-01-10T01:00:00+0100,2963,5350
2017-01-10T01:00:00Z,2017-01-10T02:00:00+0100,2931,5170
2017-01-10T02:00:00Z,2017-01-10T03:00:00+0100,3006,5107
2017-01-10T03:00:00Z,2017-01-10T04:00:00+0100,2992,5100
2017-01-10T04:00:00Z,2017-01-10T05:00:00+0100,2913,4497
2017-01-10T05:00:00Z,2017-01-10T06:00:00+0100,2811,4969
2017-01-10T06:00:00Z,2017-01-10T07:00:00+0100,2958,5356
2017-01-10T07:00:00Z,2017-01-10T08:00:00+0100,3004,5819
2017-01-10T08:00:00Z,2017-01-10T09:00:00+0100,2939,5657
2017-01-10T09:00:00Z,2017-01-10T10:00:00+0100,2633,5588
2017-01-10T10:00:00Z,2017-01-10T11:00:00+0100,2642,5046
2017-01-10T11:00:00Z,2017-01-10T12:00:00+0100,2649,5424
2017-01-10T12:00:00Z,2017-01-10T13:00:00+0100,2297,5404
2017-01-10T13:00:00Z,2017-01-10T14:00:00+0100,2268,5278
2017-01-10T14:00:00Z,2017-01-10T15:00:00+0100,2222,5563
2017-01-10T15:00:00Z,2017-01-10T16:00:00+0100,2336,5800
2017-01-10T16:00:00Z,2017-01-10T17:00:00+0100,2274,5429
2017-01-10T17:00:00Z,2017-01-10T18:00:00+0100,2337,5537
2017-01-10T18:00:00Z,2017-01-10T19:00:00+0100,2279,5460
2017-01-10T19:00:00Z,2017-01-10T20:00:00+0100,2303,5284
2017-01-10T20:00:00Z,2017-01-10T21:00:00+0100,2224,5423
2017-01-10T21:00:00Z,2017-01-10T22:00:00+0100,2197,5731
2017-01-10T22:00:00Z,2017-01-10T23:00:00+0100,2300,4923
2017-01-10T23:00:00Z,2017-01-11T00:00:00+0100,2598,5085
2017-01-11T00:00:00Z,2017-01-11T01:00:00+0100,2940,4895
2017-01-11T01:00:00Z,2017-01-11T02:00:00+0100,3070,5132
2017-01-11T02:00:00Z,2017-01-11T03:00:00+0100,3116,5549
2017-01-11T03:00:00Z,2017-01-11T04:00:00+0100,3112,5751
2017-01-11T04:00:00Z,2017-01-11T05:00:00+0100,3270,5163
2017-01-11T05:00:00Z,2017-01-11T06:00:00+0100,3396,5362
2017-01-11T06:00:00Z,2017-01-11T07:00:00+0100,3347,5351
2017-01-11T07:00:00Z,2017-01-11T08:00:00+0100,3246,5623
2017-01-11T08:00:00Z,2017-01-11T09:00:00+0100,3310,5776
2017-01-11T09:00:00Z,2017-01-11T10:00:00+0100,3350,6105
2017-01-11T10:00:00Z,2017-01-11T11:00:00+0100,3439,5705
2017-01-11T11:00:00Z,2017-01-11T12:00:00+0100,3164,6375
2017-01-11T12:00:00Z,2017-01-11T13:00:00+0100,3266,6497
2017-01-11T13:00:00Z,2017-01-11T14:00:00+0100,3472,6513
2017-01-11T14:00:00Z,2017-01-11T15:00:00+0100,3482,6439
2017-01-11T15:00:00Z,2017-01-11T16:00:00+0100,3443,6606
2017-01-11T16:00:00Z,2017-01-11T17:00:00+0100,3423,6212
2017-01-11T17:00:00Z,2017-01-11T18:00:00+0100,3485,6820
2017-01-11T18:00:00Z,2017-01-11T19:00:00+0100,3506,6737
2017-01-11T19:00:00Z,2017-01-11T20:00:00+0100,3410,6702
2017-01-11T20:00:00Z,2017-01-11T21:00:00+0100,3457,6656
2017-01-11T21:00:00Z,2017-01-11T22:00:00+0100,3489,6621
2017-01-11T22:00:00Z,2017-01-11T23:00:00+0100,3471,5700
2017-01-11T23:00:00Z,2017-01-12T00:00:00+0100,3432,5604
2017-01-12T00:00:00Z,2017-01-12T01:00:00+0100,3351,5399
2017-01-12T01:00:00Z,2017-01-12T02:00:00+0100,3338,5171
2017-01-12T02:00:00Z,2017-01-12T03:00:00+0100,3387,5099
2017-01-12T03:00:00Z,2017-01-12T04:00:00+0100,3435,5055
2017-01-12T04:00:00Z,2017-01-12T05:00:00+0100,3334,4834
2017-01-12T05:00:00Z,2017-01-12T06:00:00+0100,3231,4843
2017-01-12T06:00:00Z,2017-01-12T07:00:00+0100,3204,4523
2017-01-12T07:00:00Z,2017-01-12T08:00:00+0100,3243,4451
2017-01-12T08:00:00Z,2017-01-12T09:00:00+0100,3150,4170
2017-01-12T09:00:00Z,2017-01-12T10:00:00+0100,3098,3872
2017-01-12T10:00:00Z,2017-01-12T11:00:00+0100,2881,3668
2017-01-12T11:00:00Z,2017-01-12T12:00:00+0100,2794,3657
2017-01-12T12:00:00Z,2017-01-12T13:00:00+0100,2459,3671
2017-01-12T13:00:00Z,2017-01-12T14:00:00+0100,2041,3924
2017-01-12T14:00:00Z,2017-01-12T15:00:00+0100,1652,3763
2017-01-12T15:00:00Z,2017-01-12T16:00:00+0100,1456,3801
2017-01-12T16:00:00Z,2017-01-12T17:00:00+0100,1558,3565
2017-01-12T17:00:00Z,2017-01-12T18:00:00+0100,1690,3615
2017-01-12T18:00:00Z,2017-01-12T19:00:00+0100,2269,3737
2017-01-12T19:00:00Z,2017-01-12T20:00:00+0100,3198,4263
2017-01-12T20:00:00Z,2017-01-12T21:00:00+0100,3486,4623
2017-01-12T21:00:00Z,2017-01-12T22:00:00+0100,3354,4624
2017-01-12T22:00:00Z,2017-01-12T23:00:00+0100,3431,4200
2017-01-12T23:00:00Z,2017-01-13T00:00:00+0100,3448,5066
2017-01-13T00:00:00Z,2017-01-13T01:00:00+0100,3568,5748
2017-01-13T01:00:00Z,2017-01-13T02:00:00+0100,3556,5803
2017-01-13T02:00:00Z,2017-01-13T03:00:00+0100,3589,6123
2017-01-13T03:00:00Z,2017-01-13T04:00:00+0100,3608,6456
2017-01-13T04:00:00Z,2017-01-13T05:00:00+0100,3584,5936
2017-01-13T05:00:00Z,2017-01-13T06:00:00+0100,3291,6443
2017-01-13T06:00:00Z,2017-01-13T07:00:00+0100,3003,6312
2017-01-13T07:00:00Z,2017-01-13T08:00:00+0100,2998,6347
2017-01-13T08:00:00Z,2017-01-13T09:00:00+0100,3162,6224
2017-01-13T09:00:00Z,2017-01-13T10:00:00+0100,3470,6056
2017-01-13T10:00:00Z,2017-01-13T11:00:00+0100,3554,5484
2017-01-13T11:00:00Z,2017-01-13T12:00:00+0100,3518,5901
2017-01-13T12:00:00Z,2017-01-13T13:00:00+0100,3499,5939
2017-01-13T13:00:00Z,2017-01-13T14:00:00+0100,3525,5771
2017-01-13T14:00:00Z,2017-01-13T15:00:00+0100,3550,5195
2017-01-13T15:00:00Z,2017-01-13T16:00:00+0100,3572,4895
2017-01-13T16:00:00Z,2017-01-13T17:00:00+0100,3540,4119
2017-01-13T17:00:00Z,2017-01-13T18:00:00+0100,3487,3896
2017-01-13T18:00:00Z,2017-01-13T19:00:00+0100,3459,3568
2017-01-13T19:00:00Z,2017-01-13T20:00:00+0100,3364,3473
2017-01-13T20:00:00Z,2017-01-13T21:00:00+0100,3100,3641
2017-01-13T21:00:00Z,2017-01-13T22:00:00+0100,3307,3778
2017-01-13T22:00:00Z,2017-01-13T23:00:00+0100,3338,3613
2017-01-13T23:00:00Z,2017-01-14T00:00:00+0100,3185,4519
2017-01-14T00:00:00Z,2017-01-14T01:00:00+0100,3370,4735
2017-01-14T01:00:00Z,2017-01-14T02:00:00+0100,3380,4708
2017-01-14T02:00:00Z,2017-01-14T03:00:00+0100,3391,4482
2017-01-14T03:00:00Z,2017-01-14T04:00:00+0100,3332,4343
2017-01-14T04:00:00Z,2017-01-14T05:00:00+0100,3290,3780
2017-01-14T05:00:00Z,2017-01-14T06:00:00+0100,3002,3682
2017-01-14T06:00:00Z,2017-01-14T07:00:00+0100,3072,3639
2017-01-14T07:00:00Z,2017-01-14T08:00:00+0100,3272,3426
2017-01-14T08:00:00Z,2017-01-14T09:00:00+0100,3222,3320
2017-01-14T09:00:00Z,2017-01-14T10:00:00+0100,3252,3319
2017-01-14T10:00:00Z,2017-01-14T11:00:00+0100,2957,2876
2017-01-14T11:00:00Z,2017-01-14T12:00:00+0100,2781,3054
2017-01-14T12:00:00Z,2017-01-14T13:00:00+0100,2602,3024
2017-01-14T13:00:00Z,2017-01-14T14:00:00+0100,2067,2670
2017-01-14T14:00:00Z,2017-01-14T15:00:00+0100,1976,2393
2017-01-14T15:00:00Z,2017-01-14T16:00:00+0100,2086,2239
2017-01-14T16:00:00Z,2017-01-14T17:00:00+0100,2062,1906
2017-01-14T17:00:00Z,2017-01-14T18:00:00+0100,2001,1938
2017-01-14T18:00:00Z,2017-01-14T19:00:00+0100,2003,1853
2017-01-14T19:00:00Z,2017-01-14T20:00:00+0100,2053,1735
2017-01-14T20:00:00Z,2017-01-14T21:00:00+0100,1892,1963
2017-01-14T21:00:00Z,2017-01-14T22:00:00+0100,1984,2043
2017-01-14T22:00:00Z,2017-01-14T23:00:00+0100,1925,1899
2017-01-14T23:00:00Z,2017-01-15T00:00:00+0100,1817,2393
2017-01-15T00:00:00Z,2017-01-15T01:00:00+0100,1585,2573
2017-01-15T01:00:00Z,2017-01-15T02:00:00+0100,1435,2883
2017-01-15T02:00:00Z,2017-01-15T03:00:00+0100,1272,3172
2017-01-15T03:00:00Z,2017-01-15T04:00:00+0100,1246,3683
2017-01-15T04:00:00Z,2017-01-15T05:00:00+0100,1291,3700
2017-01-15T05:00:00Z,2017-01-15T06:00:00+0100,1365,4413
2017-01-15T06:00:00Z,2017-01-15T07:00:00+0100,1329,4633
2017-01-15T07:00:00Z,2017-01-15T08:00:00+0100,1338,4565
2017-01-15T08:00:00Z,2017-01-15T09:00:00+0100,1475,4482
2017-01-15T09:00:00Z,2017-01-15T10:00:00+0100,1383,4285
2017-01-15T10:00:00Z,2017-01-15T11:00:00+0100,1288,3637
2017-01-15T11:00:00Z,2017-01-15T12:00:00+0100,1771,3545
2017-01-15T12:00:00Z,2017-01-15T13:00:00+0100,1735,3161
2017-01-15T13:00:00Z,2017-01-15T14:00:00+0100,1586,2987
2017-01-15T14:00:00Z,2017-01-15T15:00:00+0100,1421,2819
2017-01-15T15:00:00Z,2017-01-15T16:00:00+0100,1290,2587
2017-01-15T16:00:00Z,2017-01-15T17:00:00+0100,1248,2251
2017-01-15T17:00:00Z,2017-01-15T18:00:00+0100,1224,2224
2017-01-15T18:00:00Z,2017-01-15T19:00:00+0100,1220,2028
2017-01-15T19:00:00Z,2017-01-15T20:00:00+0100,1193,1732
2017-01-15T20:00:00Z,2017-01-15T21:00:00+0100,979,1700
2017-01-15T21:00:00Z,2017-01-15T22:00:00+0100,1003,1686
2017-01-15T22:00:00Z,2017-01-15T23:00:00+0100,867,1560
2017-01-15T23:00:00Z,2017-01-16T00:00:00+0100,864,1771
2017-01-16T00:00:00Z,2017-01-16T01:00:00+0100,894,1909
2017-01-16T01:00:00Z,2017-01-16T02:00:00+0100,912,1946
2017-01-16T02:00:00Z,2017-01-16T03:00:00+0100,962,2050
2017-01-16T03:00:00Z,2017-01-16T04:00:00+0100,1061,2096
2017-01-16T04:00:00Z,2017-01-16T05:00:00+0100,1041,1908
2017-01-16T05:00:00Z,2017-01-16T06:00:00+0100,1060,2061
2017-01-16T06:00:00Z,2017-01-16T07:00:00+0100,1067,2035
2017-01-16T07:00:00Z,2017-01-16T08:00:00+0100,1078,2079
2017-01-16T08:00:00Z,2017-01-16T09:00:00+0100,1059,2033
2017-01-16T09:00:00Z,2017-01-16T10:00:00+0100,1088,1759
2017-01-16T10:00:00Z,2017-01-16T11:00:00+0100,889,1545
2017-01-16T11:00:00Z,2017-01-16T12:00:00+0100,801,1588
2017-01-16T12:00:00Z,2017-01-16T13:00:00+0100,787,1424
2017-01-16T13:00:00Z,2017-01-16T14:00:00+0100,711,1268
2017-01-16T14:00:00Z,2017-01-16T15:00:00+0100,657,1063
2017-01-16T15:00:00Z,2017-01-16T16:00:00+0100,648,1039
2017-01-16T16:00:00Z,2017-01-16T17:00:00+0100,467,932
